city,event_id,event_start,policy_scenario,budget_scale,delay_add_hours,policy_score,allocated_cost,value_proxy,selected_segment_count,selected_action_count,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,oracle_value_proxy,relative_to_greedy_oracle,value_proxy_vs_lp_recoverable_fraction
San Antonio,492,2024-07-09 16:00:00,scarce_and_late,0.5,2,deficit_only,0.898806559,0.051241994,133,133,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.07141702335,0.7175039171,0.4155807239
San Antonio,492,2024-07-09 16:00:00,scarce_and_late,0.5,2,structure_only,0.898806559,0.03131222665,144,136,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.07141702335,0.4384420573,0.2539471399
San Antonio,492,2024-07-09 16:00:00,scarce_and_late,0.5,2,random_positive,0.898806559,0.0102765238,185,183,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.07141702335,0.143894597,0.08334424299
San Antonio,493,2024-07-10 17:00:00,base,1,0,greedy_oracle,1.50392933,0.1429370419,522,482,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,1,1.07380881
San Antonio,493,2024-07-10 17:00:00,base,1,0,activated_bottleneck_law,1.50392933,0.1429370419,522,482,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,1,1.07380881
San Antonio,493,2024-07-10 17:00:00,base,1,0,exposure_only,1.50392933,0.1105890877,275,275,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,0.7736908936,0.8307960981
San Antonio,493,2024-07-10 17:00:00,base,1,0,deficit_only,1.50392933,0.1065291701,273,273,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,0.7452873564,0.8002961295
San Antonio,493,2024-07-10 17:00:00,base,1,0,structure_only,1.50392933,0.05901735968,278,268,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,0.4128905908,0.4433655541
San Antonio,493,2024-07-10 17:00:00,base,1,0,random_positive,1.50392933,0.02093028838,374,371,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1429370419,0.1464301213,0.1572379543
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,greedy_oracle,0.7519646652,0.08195367995,238,216,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,1,0.6156737428
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,activated_bottleneck_law,0.7519646652,0.08195367995,238,216,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,1,0.6156737428
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,exposure_only,0.7519646652,0.06282978926,130,130,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,0.7666500064,0.4720062789
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,deficit_only,0.7519646652,0.06035493922,132,132,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,0.7364518501,0.453414067
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,structure_only,0.7519646652,0.03713251784,139,139,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,0.4530915251,0.2789565551
San Antonio,493,2024-07-10 17:00:00,low_budget,0.5,0,random_positive,0.7519646652,0.01016223703,191,191,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.08195367995,0.1239997647,0.07634339923
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,greedy_oracle,3.007858661,0.2439690242,1108,989,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,1,1.832807536
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,activated_bottleneck_law,3.007858661,0.2439690242,1108,989,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,1,1.832807536
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,exposure_only,3.007858661,0.1915435912,578,578,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,0.7851143883,1.438963568
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,deficit_only,3.007858661,0.1837438946,572,572,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,0.75314436,1.380368659
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,structure_only,3.007858661,0.1047782991,539,507,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,0.4294737804,0.7871427814
San Antonio,493,2024-07-10 17:00:00,high_budget,2,0,random_positive,3.007858661,0.04570672057,738,724,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.2439690242,0.1873464089,0.3433699102
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,greedy_oracle,1.50392933,0.1333808936,563,515,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,1,1.002018629
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,activated_bottleneck_law,1.50392933,0.1333808936,563,515,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,1,1.002018629
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,exposure_only,1.50392933,0.1013907304,283,283,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,0.7601593275,0.7616938068
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,deficit_only,1.50392933,0.09725292509,281,281,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,0.7291368536,0.7306087101
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,structure_only,1.50392933,0.0582906404,287,269,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,0.4370239157,0.4379061046
San Antonio,493,2024-07-10 17:00:00,delay_2h,1,2,random_positive,1.50392933,0.02036274829,381,376,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1333808936,0.1526661558,0.1529743321
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,greedy_oracle,1.50392933,0.1209510903,593,536,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,1,0.9086402284
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,activated_bottleneck_law,1.50392933,0.1209510903,593,536,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,1,0.9086402284
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,exposure_only,1.50392933,0.08942163198,292,292,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,0.7393205945,0.6717764338
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,deficit_only,1.50392933,0.08550639934,293,293,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,0.7069502154,0.6423634052
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,structure_only,1.50392933,0.04998880358,282,268,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,0.4132976681,0.3755388876
San Antonio,493,2024-07-10 17:00:00,delay_4h,1,4,random_positive,1.50392933,0.01993512244,384,378,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.1209510903,0.1648197002,0.14976181
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,greedy_oracle,0.7519646652,0.0770380683,253,234,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,1,0.5787454069
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.7519646652,0.0770380683,253,234,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,1,0.5787454069
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,exposure_only,0.7519646652,0.05805666553,135,135,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,0.7536100893,0.4361483778
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,deficit_only,0.7519646652,0.05519076265,133,133,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,0.7164089634,0.414618397
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,structure_only,0.7519646652,0.03377672916,144,136,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,0.4384420573,0.2537463269
San Antonio,493,2024-07-10 17:00:00,scarce_and_late,0.5,2,random_positive,0.7519646652,0.00938706311,188,187,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.0770380683,0.1218496688,0.07051993618
San Antonio,494,2024-07-12 13:00:00,base,1,0,greedy_oracle,2.060033306,0.1338186877,522,482,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,1,1.040265434
San Antonio,494,2024-07-12 13:00:00,base,1,0,activated_bottleneck_law,2.060033306,0.1338186877,522,482,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,1,1.040265434
San Antonio,494,2024-07-12 13:00:00,base,1,0,exposure_only,2.060033306,0.1035343001,275,275,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,0.7736908936,0.8048438935
San Antonio,494,2024-07-12 13:00:00,base,1,0,deficit_only,2.060033306,0.09960778488,277,277,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,0.7443488393,0.7743203687
San Antonio,494,2024-07-12 13:00:00,base,1,0,structure_only,2.060033306,0.05525247703,278,268,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,0.4128905908,0.4295158098
San Antonio,494,2024-07-12 13:00:00,base,1,0,random_positive,2.060033306,0.02434032839,380,374,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1338186877,0.1818903533,0.1892142474
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,greedy_oracle,1.030016653,0.07672562521,238,216,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,1,0.5964414776
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,activated_bottleneck_law,1.030016653,0.07672562521,238,216,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,1,0.5964414776
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,exposure_only,1.030016653,0.05882170106,130,130,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,0.7666500064,0.4572618627
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,deficit_only,1.030016653,0.05641411902,130,130,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,0.7352708938,0.4385460584
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,structure_only,1.030016653,0.03476373054,139,139,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,0.4530915251,0.2702425787
San Antonio,494,2024-07-12 13:00:00,low_budget,0.5,0,random_positive,1.030016653,0.01223167511,201,200,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07672562521,0.1594209897,0.09508529067
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,greedy_oracle,4.120066611,0.2284055569,1108,989,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,1,1.775554745
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,activated_bottleneck_law,4.120066611,0.2284055569,1108,989,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,1,1.775554745
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,exposure_only,4.120066611,0.1793244891,578,578,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,0.7851143883,1.394013577
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,deficit_only,4.120066611,0.1716698281,572,572,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,0.7516009258,1.33450859
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,structure_only,4.120066611,0.098094198,539,507,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,0.4294737804,0.7625542085
San Antonio,494,2024-07-12 13:00:00,high_budget,2,0,random_positive,4.120066611,0.04700247737,741,719,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.2284055569,0.2057851744,0.3653828428
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,greedy_oracle,2.060033306,0.1248721529,563,515,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,1,0.9707178167
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,activated_bottleneck_law,2.060033306,0.1248721529,563,515,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,1,0.9707178167
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,exposure_only,2.060033306,0.09492273176,283,283,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,0.7601593275,0.7379002027
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,deficit_only,2.060033306,0.09078565153,281,281,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,0.7270288005,0.7057398098
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,structure_only,2.060033306,0.05457211721,287,269,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,0.4370239157,0.4242269012
San Antonio,494,2024-07-12 13:00:00,delay_2h,1,2,random_positive,2.060033306,0.02188184725,359,355,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1248721529,0.1752340033,0.1701027691
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,greedy_oracle,2.060033306,0.1132352815,593,536,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,1,0.880256348
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,activated_bottleneck_law,2.060033306,0.1132352815,593,536,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,1,0.880256348
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,exposure_only,2.060033306,0.08371717567,292,292,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,0.7393205945,0.6507916465
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,deficit_only,2.060033306,0.08010557473,292,292,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,0.7074259333,0.6227161685
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,structure_only,2.060033306,0.04679987781,282,268,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,0.4132976681,0.363807896
San Antonio,494,2024-07-12 13:00:00,delay_4h,1,4,random_positive,2.060033306,0.02106205696,366,359,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.1132352815,0.1860026016,0.1637299708
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,greedy_oracle,1.030016653,0.07212359419,253,234,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,1,0.5606667
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,1.030016653,0.07212359419,253,234,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,1,0.5606667
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,exposure_only,1.030016653,0.05435306826,135,135,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,0.7536100893,0.4225240819
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,deficit_only,1.030016653,0.05174896134,133,133,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,0.7175039171,0.4022805534
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,structure_only,1.030016653,0.03162201702,144,136,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,0.4384420573,0.2458198614
San Antonio,494,2024-07-12 13:00:00,scarce_and_late,0.5,2,random_positive,1.030016653,0.01137563267,200,200,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.07212359419,0.1577241512,0.08843067935
San Antonio,495,2024-07-13 13:00:00,base,1,0,greedy_oracle,0.6324483959,0.1473603297,270,246,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,1,1.095152815
San Antonio,495,2024-07-13 13:00:00,base,1,0,activated_bottleneck_law,0.6324483959,0.1473603297,270,246,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,1,1.095152815
San Antonio,495,2024-07-13 13:00:00,base,1,0,exposure_only,0.6324483959,0.1124909502,158,158,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,0.763373361,0.8360104849
San Antonio,495,2024-07-13 13:00:00,base,1,0,deficit_only,0.6324483959,0.1065043693,154,154,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,0.7227479026,0.7915193999
San Antonio,495,2024-07-13 13:00:00,base,1,0,structure_only,0.6324483959,0.06730984493,144,143,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,0.4567704554,0.5002334499
San Antonio,495,2024-07-13 13:00:00,base,1,0,random_positive,0.6324483959,0.02014352402,162,160,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1473603297,0.136695704,0.149702685
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,greedy_oracle,0.3162241979,0.08351239182,139,131,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,1,0.6206475726
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,activated_bottleneck_law,0.3162241979,0.08351239182,139,131,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,1,0.6206475726
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,exposure_only,0.3162241979,0.06215570511,78,78,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,0.7442692487,0.4619289026
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,deficit_only,0.3162241979,0.06040279958,81,81,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,0.7232794831,0.4489016555
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,structure_only,0.3162241979,0.03785008246,78,78,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,0.4532271396,0.281294324
San Antonio,495,2024-07-13 13:00:00,low_budget,0.5,0,random_positive,0.3162241979,0.01008517783,88,88,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.08351239182,0.1207626511,0.07495104624
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,greedy_oracle,1.264896792,0.2573669087,575,526,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,1,1.912699944
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,activated_bottleneck_law,1.264896792,0.2573669087,575,526,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,1,1.912699944
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,exposure_only,1.264896792,0.1982247758,316,316,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,0.7702030414,1.473167314
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,deficit_only,1.264896792,0.1901829777,320,320,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,0.7389566075,1.413402262
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,structure_only,1.264896792,0.1074396685,281,271,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,0.4174571979,0.7984703591
San Antonio,495,2024-07-13 13:00:00,high_budget,2,0,random_positive,1.264896792,0.04167073643,344,340,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.2573669087,0.1619117883,0.3096886684
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,greedy_oracle,0.6324483959,0.1386000377,287,266,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,1,1.030048058
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,activated_bottleneck_law,0.6324483959,0.1386000377,287,266,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,1,1.030048058
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,exposure_only,0.6324483959,0.1043646726,161,161,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,0.752991661,0.7756175978
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,deficit_only,0.6324483959,0.09936070505,161,161,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,0.7168880087,0.7384291009
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,structure_only,0.6324483959,0.06051315265,151,143,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,0.4366027141,0.4497217776
San Antonio,495,2024-07-13 13:00:00,delay_2h,1,2,random_positive,0.6324483959,0.0200530543,173,172,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1386000377,0.1446828921,0.149030332
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,greedy_oracle,0.6324483959,0.1270987697,302,279,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,1,0.9445729095
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,activated_bottleneck_law,0.6324483959,0.1270987697,302,279,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,1,0.9445729095
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,exposure_only,0.6324483959,0.09283345068,165,165,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,0.7304040069,0.6899198379
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,deficit_only,0.6324483959,0.08914416634,164,164,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,0.7013770985,0.6625018066
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,structure_only,0.6324483959,0.05058545701,144,138,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,0.3980011539,0.3759411079
San Antonio,495,2024-07-13 13:00:00,delay_4h,1,4,random_positive,0.6324483959,0.01952910776,184,183,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.1270987697,0.1536530039,0.1451364649
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,greedy_oracle,0.3162241979,0.0788934723,141,129,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,1,0.5863206767
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.3162241979,0.0788934723,141,129,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,1,0.5863206767
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,exposure_only,0.3162241979,0.05892246608,81,81,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,0.7468611073,0.4379001098
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,deficit_only,0.3162241979,0.0552409609,78,78,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,0.7001968513,0.4105398917
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,structure_only,0.3162241979,0.03376272277,74,74,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,0.427953312,0.2509178755
San Antonio,495,2024-07-13 13:00:00,scarce_and_late,0.5,2,random_positive,0.3162241979,0.009249171758,88,88,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.0788934723,0.1172362109,0.06873801451
San Antonio,496,2024-07-18 12:00:00,base,1,0,greedy_oracle,2.210856024,0.1358177593,522,482,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,1,1.020671481
San Antonio,496,2024-07-18 12:00:00,base,1,0,activated_bottleneck_law,2.210856024,0.1358177593,522,482,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,1,1.020671481
San Antonio,496,2024-07-18 12:00:00,base,1,0,exposure_only,2.210856024,0.1050809635,275,275,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,0.7736908936,0.78968423
San Antonio,496,2024-07-18 12:00:00,base,1,0,deficit_only,2.210856024,0.1017103088,273,273,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,0.748873412,0.7643537343
San Antonio,496,2024-07-18 12:00:00,base,1,0,structure_only,2.210856024,0.05607787487,278,268,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,0.4128905908,0.4214256507
San Antonio,496,2024-07-18 12:00:00,base,1,0,random_positive,2.210856024,0.02307988765,367,365,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1358177593,0.1699327671,0.173445529
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,greedy_oracle,1.105428012,0.07787180305,238,216,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,1,0.5852071846
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,activated_bottleneck_law,1.105428012,0.07787180305,238,216,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,1,0.5852071846
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,exposure_only,1.105428012,0.05970041831,130,130,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,0.7666500064,0.4486490919
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,deficit_only,1.105428012,0.05725083522,132,132,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,0.7351933945,0.4302404566
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,structure_only,1.105428012,0.03528305401,139,139,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,0.4530915251,0.2651524158
San Antonio,496,2024-07-18 12:00:00,low_budget,0.5,0,random_positive,1.105428012,0.01207739958,185,183,0.1142010555,0.133067066,0.02527631584,0.02362206,0.07787180305,0.15509336,0.09076174854
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,greedy_oracle,4.421712047,0.2318176293,1108,989,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,1,1.742111225
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,activated_bottleneck_law,4.421712047,0.2318176293,1108,989,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,1,1.742111225
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,exposure_only,4.421712047,0.1820033563,578,578,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,0.7851143883,1.367756589
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,deficit_only,4.421712047,0.1747929008,569,569,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,0.7540103886,1.313569962
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,structure_only,4.421712047,0.09955959364,539,507,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,0.4294737804,0.7481910937
San Antonio,496,2024-07-18 12:00:00,high_budget,2,0,random_positive,4.421712047,0.04793913461,735,707,0.1142010555,0.133067066,0.02527631584,0.02362206,0.2318176293,0.2067967598,0.3602629565
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,greedy_oracle,2.210856024,0.1267375752,563,515,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,1,0.9524338294
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,activated_bottleneck_law,2.210856024,0.1267375752,563,515,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,1,0.9524338294
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,exposure_only,2.210856024,0.09634074995,283,283,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,0.7601593275,0.7240014593
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,deficit_only,2.210856024,0.09272387847,286,286,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,0.7316210548,0.6968206429
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,structure_only,2.210856024,0.05538735139,287,269,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,0.4370239157,0.4162363616
San Antonio,496,2024-07-18 12:00:00,delay_2h,1,2,random_positive,2.210856024,0.02168432707,365,359,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1267375752,0.1710962753,0.1629578807
San Antonio,496,2024-07-18 12:00:00,delay_4h,1,4,greedy_oracle,2.210856024,0.1149268647,593,536,0.1142010555,0.133067066,0.02527631584,0.02362206,0.1149268647,1,0.8636762508
