city,event_id,unit,t,intervention,selected_count,mean_perturbed_cost,total_perturbed_cost,n_successful_perturbations,selection_frequency,selected_by_base_lp,selected_by_static_small_signal_greedy,selected_by_residual_finite_greedy
Philadelphia,656,635,5,S,2,0.002053417611,0.004106835222,3,0.6666666667,True,False,True
Philadelphia,656,375,6,S,2,0.0020510524,0.004102104799,3,0.6666666667,True,False,True
Philadelphia,656,16,6,S,2,0.002050879485,0.004101758969,3,0.6666666667,False,False,False
Philadelphia,656,394,3,S,2,0.002046951007,0.004093902013,3,0.6666666667,True,False,True
Philadelphia,656,257,4,S,2,0.002044167645,0.00408833529,3,0.6666666667,True,False,True
Philadelphia,656,16,2,S,2,0.002043104814,0.004086209627,3,0.6666666667,False,False,False
Philadelphia,656,591,3,S,2,0.002041961846,0.004083923693,3,0.6666666667,False,False,False
Philadelphia,656,524,4,S,2,0.002037709802,0.004075419603,3,0.6666666667,True,False,True
Chicago,159,551,9,C,2,0.002037473979,0.004074947959,3,0.6666666667,True,True,False
Philadelphia,656,488,1,S,2,0.002034831816,0.004069663632,3,0.6666666667,True,False,True
Philadelphia,656,125,5,S,2,0.00203350532,0.004067010641,3,0.6666666667,False,False,True
Philadelphia,656,375,5,S,2,0.0020326171,0.0040652342,3,0.6666666667,True,False,True
Philadelphia,656,287,5,S,2,0.00202615431,0.00405230862,3,0.6666666667,True,False,True
Philadelphia,656,257,1,S,2,0.002024860667,0.004049721334,3,0.6666666667,True,False,True
Philadelphia,656,394,5,S,2,0.002022003248,0.004044006497,3,0.6666666667,True,False,True
Philadelphia,656,43,4,S,2,0.002020524404,0.004041048808,3,0.6666666667,True,True,True
Philadelphia,656,624,3,S,2,0.002020464371,0.004040928743,3,0.6666666667,False,False,False
Philadelphia,656,488,3,S,2,0.0020171818,0.0040343636,3,0.6666666667,True,False,True
Philadelphia,656,43,1,S,2,0.002015139996,0.004030279991,3,0.6666666667,True,True,True
San Antonio,506,5,2,C,2,0.002008610217,0.004017220435,3,0.6666666667,True,False,False
Philadelphia,656,333,8,S,2,0.002007233762,0.004014467525,3,0.6666666667,True,False,True
Philadelphia,656,347,4,S,2,0.002005646944,0.004011293889,3,0.6666666667,True,False,True
Philadelphia,656,43,6,S,2,0.002003617174,0.004007234348,3,0.6666666667,True,True,True
Philadelphia,656,309,4,S,2,0.002000808855,0.004001617709,3,0.6666666667,True,False,True
Philadelphia,656,347,1,S,2,0.002000177946,0.004000355891,3,0.6666666667,True,False,True
Philadelphia,656,624,5,S,2,0.001996225431,0.003992450862,3,0.6666666667,False,False,False
Philadelphia,656,43,2,S,2,0.001996201307,0.003992402614,3,0.6666666667,True,True,True
Philadelphia,656,100,5,S,2,0.001991855375,0.003983710751,3,0.6666666667,True,False,True
Philadelphia,656,257,3,S,2,0.001991492851,0.003982985702,3,0.6666666667,True,False,True
Philadelphia,656,309,7,S,2,0.00198991899,0.003979837981,3,0.6666666667,True,False,True
Philadelphia,656,347,6,S,2,0.001988474097,0.003976948194,3,0.6666666667,True,False,True
Philadelphia,656,524,3,S,2,0.001985703175,0.003971406349,3,0.6666666667,True,False,True
Philadelphia,656,285,2,S,2,0.001985105778,0.003970211555,3,0.6666666667,True,False,True
Philadelphia,656,347,3,S,2,0.001984219958,0.003968439916,3,0.6666666667,True,False,True
Chicago,159,825,9,C,2,0.001982546873,0.003965093745,3,0.6666666667,False,False,False
Philadelphia,656,347,2,S,2,0.001980941724,0.003961883449,3,0.6666666667,True,False,True
Philadelphia,656,285,8,S,2,0.001972557001,0.003945114002,3,0.6666666667,True,False,True
Philadelphia,656,309,6,S,2,0.001968018392,0.003936036784,3,0.6666666667,True,False,True
Philadelphia,656,240,4,S,2,0.001965769762,0.003931539524,3,0.6666666667,True,True,True
Philadelphia,656,240,1,S,2,0.001960320853,0.003920641705,3,0.6666666667,True,True,True
Philadelphia,656,591,6,S,2,0.001954353403,0.003908706806,3,0.6666666667,False,False,False
Philadelphia,656,309,2,S,2,0.001949665667,0.003899331334,3,0.6666666667,True,False,True
Philadelphia,656,240,6,S,2,0.001948659996,0.003897319992,3,0.6666666667,True,True,True
Philadelphia,656,43,8,S,2,0.001947571742,0.003895143484,3,0.6666666667,True,False,True
Philadelphia,656,90,5,S,2,0.001947277974,0.003894555948,3,0.6666666667,True,False,True
Philadelphia,656,240,3,S,2,0.001944421485,0.003888842969,3,0.6666666667,True,True,True
Philadelphia,656,240,2,S,2,0.001941155293,0.003882310585,3,0.6666666667,True,True,True
Philadelphia,656,285,6,S,2,0.00193905036,0.00387810072,3,0.6666666667,True,False,True
Philadelphia,656,16,5,S,2,0.001936707543,0.003873415086,3,0.6666666667,False,False,False
Philadelphia,656,476,5,S,2,0.001936692494,0.003873384988,3,0.6666666667,False,False,False
Philadelphia,656,309,8,S,2,0.001936627862,0.003873255723,3,0.6666666667,True,False,True
Philadelphia,656,524,8,S,2,0.001936413254,0.003872826508,3,0.6666666667,True,False,True
Philadelphia,656,591,5,S,2,0.001935853813,0.003871707627,3,0.6666666667,False,False,False
Philadelphia,656,118,7,S,2,0.001934595056,0.003869190112,3,0.6666666667,True,False,True
Philadelphia,656,47,10,S,2,0.001932649047,0.003865298093,3,0.6666666667,True,True,True
Philadelphia,656,347,8,S,2,0.001931548175,0.00386309635,3,0.6666666667,False,False,False
Philadelphia,656,380,1,S,2,0.001930722324,0.003861444649,3,0.6666666667,True,False,True
San Antonio,506,46,2,C,2,0.001929421037,0.003858842074,3,0.6666666667,True,False,True
Philadelphia,656,309,1,S,2,0.001926340881,0.003852681761,3,0.6666666667,True,False,True
Philadelphia,656,7,8,S,2,0.001921165869,0.003842331737,3,0.6666666667,True,False,True
Philadelphia,656,380,6,S,2,0.001919899056,0.003839798111,3,0.6666666667,True,False,True
Philadelphia,656,524,6,S,2,0.001917706375,0.00383541275,3,0.6666666667,True,False,True
Philadelphia,656,380,3,S,2,0.001915964991,0.003831929983,3,0.6666666667,True,False,True
Philadelphia,656,309,9,S,2,0.001915030345,0.003830060691,3,0.6666666667,False,False,True
Philadelphia,656,380,2,S,2,0.001912933407,0.003825866813,3,0.6666666667,True,False,True
Philadelphia,656,524,1,S,2,0.001912344986,0.003824689972,3,0.6666666667,True,False,True
Philadelphia,656,257,6,S,2,0.001908759316,0.003817518633,3,0.6666666667,True,False,True
Philadelphia,656,309,3,S,2,0.001907824007,0.003815648015,3,0.6666666667,True,False,True
Philadelphia,656,367,4,S,2,0.001905030559,0.003810061119,3,0.6666666667,True,False,True
Philadelphia,656,15,6,S,2,0.001900120745,0.00380024149,3,0.6666666667,True,False,True
Philadelphia,656,367,1,S,2,0.001899849934,0.003799699869,3,0.6666666667,True,False,True
Philadelphia,656,240,8,S,2,0.001891943183,0.003783886366,3,0.6666666667,True,True,True
Philadelphia,656,506,5,S,2,0.001891378655,0.003782757309,3,0.6666666667,True,False,True
Philadelphia,656,257,5,S,2,0.001891289124,0.003782578247,3,0.6666666667,True,False,True
Philadelphia,656,530,7,S,2,0.001890008266,0.003780016532,3,0.6666666667,False,False,False
Philadelphia,656,367,6,S,2,0.001888763218,0.003777526436,3,0.6666666667,False,False,True
Philadelphia,656,367,3,S,2,0.001884733396,0.003769466792,3,0.6666666667,True,False,True
Philadelphia,656,367,2,S,2,0.00188162802,0.00376325604,3,0.6666666667,True,False,True
Philadelphia,656,309,5,S,2,0.001881160691,0.003762321381,3,0.6666666667,True,False,True
Philadelphia,656,347,5,S,2,0.001877860335,0.003755720669,3,0.6666666667,True,False,True
Philadelphia,656,338,5,S,2,0.001874070271,0.003748140542,3,0.6666666667,True,False,True
Philadelphia,656,530,6,S,2,0.001870566095,0.003741132191,3,0.6666666667,False,False,False
Chicago,159,411,11,S,2,0.001869005361,0.003738010721,3,0.6666666667,True,False,True
Philadelphia,656,236,10,S,2,0.001868552924,0.003737105848,3,0.6666666667,True,False,True
Philadelphia,656,96,2,S,2,0.001864827892,0.003729655784,3,0.6666666667,False,False,False
Philadelphia,656,118,4,S,2,0.001864462102,0.003728924204,3,0.6666666667,True,False,True
Philadelphia,656,398,10,S,2,0.001863102947,0.003726205894,3,0.6666666667,True,False,True
Philadelphia,656,118,1,S,2,0.001859126846,0.003718253693,3,0.6666666667,True,False,True
Philadelphia,656,530,2,S,2,0.001854273537,0.003708547074,3,0.6666666667,False,False,False
Philadelphia,656,96,7,S,2,0.001851743769,0.003703487537,3,0.6666666667,False,False,False
Philadelphia,656,118,6,S,2,0.001847709214,0.003695418428,3,0.6666666667,True,False,True
Philadelphia,656,118,3,S,2,0.00184355911,0.003687118219,3,0.6666666667,True,False,True
Philadelphia,656,240,5,S,2,0.001841830132,0.003683660263,3,0.6666666667,True,True,True
San Antonio,506,1,1,C,2,0.001840935106,0.003681870212,3,0.6666666667,True,False,False
Philadelphia,656,118,2,S,2,0.001840361045,0.003680722089,3,0.6666666667,True,False,True
Philadelphia,656,165,7,S,2,0.001839613559,0.003679227118,3,0.6666666667,False,False,False
Philadelphia,656,367,8,S,2,0.001834838941,0.003669677882,3,0.6666666667,False,False,False
Philadelphia,656,530,1,S,2,0.00183356705,0.003667134101,3,0.6666666667,False,False,False
Philadelphia,656,96,8,S,2,0.001828293318,0.003656586636,3,0.6666666667,False,False,False
San Antonio,506,165,1,C,2,0.001824824357,0.003649648713,3,0.6666666667,True,False,False
Chicago,159,119,9,C,2,0.001818797786,0.003637595573,3,0.6666666667,False,False,False
Philadelphia,656,380,5,S,2,0.001817607698,0.003635215397,3,0.6666666667,True,False,True
Philadelphia,656,530,3,S,2,0.001817128769,0.003634257538,3,0.6666666667,False,False,False
Chicago,159,140,9,C,2,0.001810287777,0.003620575554,3,0.6666666667,True,False,False
Philadelphia,656,607,1,S,2,0.001809846842,0.003619693684,3,0.6666666667,False,False,False
Chicago,159,173,1,S,2,0.001796298959,0.003592597918,3,0.6666666667,False,False,False
Philadelphia,656,530,5,S,2,0.001793458514,0.003586917029,3,0.6666666667,False,False,False
Chicago,159,173,3,S,2,0.00178687059,0.00357374118,3,0.6666666667,False,False,False
Philadelphia,656,367,5,S,2,0.001783982005,0.00356796401,3,0.6666666667,True,False,True
Philadelphia,656,165,6,S,2,0.001782409786,0.003564819572,3,0.6666666667,False,False,False
San Antonio,506,69,2,C,2,0.001775688207,0.003551376414,3,0.6666666667,False,False,False
Philadelphia,656,56,5,S,2,0.001775363916,0.003550727832,3,0.6666666667,False,False,False
Philadelphia,656,165,1,S,2,0.001771255916,0.003542511831,3,0.6666666667,False,False,False
Philadelphia,656,165,4,S,2,0.001769073468,0.003538146937,3,0.6666666667,False,False,False
Philadelphia,656,165,3,S,2,0.001755379304,0.003510758608,3,0.6666666667,False,False,False
Chicago,159,275,7,S,2,0.00175526844,0.003510536879,3,0.6666666667,False,False,True
Philadelphia,656,607,5,S,2,0.001748032862,0.003496065724,3,0.6666666667,False,False,False
Philadelphia,656,165,2,S,2,0.001747304585,0.00349460917,3,0.6666666667,False,False,False
Philadelphia,656,446,10,S,2,0.001742349209,0.003484698417,3,0.6666666667,False,False,False
Philadelphia,656,118,5,S,2,0.001739800496,0.003479600991,3,0.6666666667,True,False,True
Philadelphia,656,165,8,S,2,0.00172309189,0.003446183779,3,0.6666666667,False,False,False
Chicago,159,551,11,S,2,0.001717484878,0.003434969757,3,0.6666666667,False,False,False
Philadelphia,656,165,5,S,2,0.001717475366,0.003434950732,3,0.6666666667,False,False,False
Chicago,159,257,2,S,2,0.001716640142,0.003433280284,3,0.6666666667,True,True,True
Chicago,159,257,7,S,2,0.001715081368,0.003430162737,3,0.6666666667,True,True,True
Chicago,159,257,5,S,2,0.0017113936,0.003422787199,3,0.6666666667,True,True,True
Chicago,159,773,10,S,2,0.001702075221,0.003404150442,3,0.6666666667,True,True,True
Chicago,159,393,2,S,2,0.001689554736,0.003379109472,3,0.6666666667,True,False,True
Chicago,159,393,7,S,2,0.001688189494,0.003376378988,3,0.6666666667,True,False,True
Chicago,159,275,2,S,2,0.001682497723,0.003364995447,3,0.6666666667,True,False,True
Chicago,159,864,7,S,2,0.001681571784,0.003363143568,3,0.6666666667,True,True,True
Austin,491,14,5,C,2,0.001680823231,0.003361646462,3,0.6666666667,True,False,False
Philadelphia,656,291,10,S,2,0.001679906966,0.003359813933,3,0.6666666667,True,False,True
Chicago,159,188,6,S,2,0.001679085409,0.003358170819,3,0.6666666667,True,False,True
Chicago,159,242,9,C,2,0.001678103078,0.003356206157,3,0.6666666667,True,False,False
Chicago,159,393,6,S,2,0.001677170102,0.003354340204,3,0.6666666667,True,False,True
Chicago,159,881,9,S,2,0.001671727666,0.003343455332,3,0.6666666667,True,True,True
Chicago,159,393,3,S,2,0.001665296413,0.003330592825,3,0.6666666667,True,False,True
Chicago,159,31,10,S,2,0.00166447271,0.003328945419,3,0.6666666667,True,True,True
Chicago,159,845,7,S,2,0.001659145108,0.003318290215,3,0.6666666667,False,False,False
Chicago,159,257,9,S,2,0.001657622222,0.003315244443,3,0.6666666667,True,False,True
Chicago,159,393,4,S,2,0.001651388849,0.003302777697,3,0.6666666667,True,False,True
Chicago,159,275,4,S,2,0.001650754865,0.003301509729,3,0.6666666667,True,False,True
Chicago,159,275,5,S,2,0.001647600063,0.003295200127,3,0.6666666667,True,False,True
Chicago,159,275,6,S,2,0.001638986452,0.003277972905,3,0.6666666667,False,False,True
Chicago,159,275,3,S,2,0.00162948352,0.003258967039,3,0.6666666667,True,False,True
Chicago,159,275,8,S,2,0.001628899108,0.003257798215,3,0.6666666667,False,False,False
Chicago,159,538,8,S,2,0.001623514788,0.003247029576,3,0.6666666667,True,False,True
Chicago,159,864,2,S,2,0.001615379773,0.003230759546,3,0.6666666667,True,True,True
Chicago,159,393,8,S,2,0.001610974384,0.003221948767,3,0.6666666667,True,False,True
Chicago,159,864,9,S,2,0.001593138502,0.003186277004,3,0.6666666667,True,False,True
Chicago,159,864,4,S,2,0.00158650657,0.003173013139,3,0.6666666667,True,True,True
Chicago,159,845,2,S,2,0.001585065237,0.003170130474,3,0.6666666667,False,False,False
Chicago,159,595,7,S,2,0.001578529592,0.003157059184,3,0.6666666667,True,True,True
Chicago,159,325,7,S,2,0.001577475765,0.003154951529,3,0.6666666667,True,False,True
Chicago,159,627,2,S,2,0.001572300598,0.003144601197,3,0.6666666667,True,False,True
Chicago,159,864,3,S,2,0.001567158222,0.003134316443,3,0.6666666667,True,True,True
Chicago,159,864,8,S,2,0.001566626643,0.003133253285,3,0.6666666667,True,False,True
Chicago,159,41,2,S,2,0.001565875753,0.003131751506,3,0.6666666667,True,False,True
Chicago,159,127,5,S,2,0.001565839578,0.003131679156,3,0.6666666667,True,True,True
Chicago,159,41,7,S,2,0.001564651694,0.003129303388,3,0.6666666667,True,False,True
Chicago,159,325,4,S,2,0.001556253199,0.003112506399,3,0.6666666667,True,False,True
Chicago,159,41,6,S,2,0.001554771838,0.003109543676,3,0.6666666667,True,False,True
Chicago,159,591,2,S,2,0.001554740235,0.00310948047,3,0.6666666667,True,False,True
Chicago,159,845,4,S,2,0.001552751321,0.003105502641,3,0.6666666667,False,False,False
Chicago,159,845,8,S,2,0.001552019552,0.003104039103,3,0.6666666667,False,False,False
Chicago,159,845,5,S,2,0.001549539764,0.003099079528,3,0.6666666667,False,False,False
Chicago,159,627,3,S,2,0.001547691374,0.003095382749,3,0.6666666667,True,False,True
Chicago,159,41,3,S,2,0.001544126029,0.003088252059,3,0.6666666667,True,False,True
Chicago,159,732,8,S,2,0.001542865939,0.003085731878,3,0.6666666667,False,False,True
Chicago,159,306,10,S,2,0.00154101793,0.003082035861,3,0.6666666667,True,False,True
Chicago,159,325,5,S,2,0.001539749609,0.003079499219,3,0.6666666667,True,False,True
Chicago,159,731,8,S,2,0.001533983996,0.003067967993,3,0.6666666667,True,True,True
Chicago,159,41,4,S,2,0.001531656674,0.003063313349,3,0.6666666667,True,False,True
Chicago,159,845,3,S,2,0.001531097301,0.003062194602,3,0.6666666667,False,False,False
Chicago,159,289,1,S,2,0.001528714794,0.003057429587,3,0.6666666667,False,False,False
Chicago,159,325,6,S,2,0.001523745828,0.003047491657,3,0.6666666667,True,False,True
Chicago,159,325,8,S,2,0.001523660069,0.003047320139,3,0.6666666667,True,False,True
Austin,491,165,5,C,2,0.001523560972,0.003047121945,3,0.6666666667,True,True,True
Chicago,159,94,2,S,2,0.001523030714,0.003046061428,3,0.6666666667,True,False,True
Chicago,159,289,3,S,2,0.00152079327,0.00304158654,3,0.6666666667,False,False,False
Chicago,159,358,7,S,2,0.001519765454,0.003039530907,3,0.6666666667,True,False,True
Chicago,159,595,2,S,2,0.001517458042,0.003034916084,3,0.6666666667,True,True,True
Chicago,159,585,2,S,2,0.001516928669,0.003033857338,3,0.6666666667,True,False,True
Chicago,159,127,7,S,2,0.001515835057,0.003031670113,3,0.6666666667,True,True,True
Chicago,159,306,9,S,2,0.001510044819,0.003020089638,3,0.6666666667,True,True,True
Chicago,159,242,1,S,2,0.001509237791,0.003018475582,3,0.6666666667,False,False,False
San Antonio,506,165,0,C,2,0.001509202393,0.003018404786,3,0.6666666667,True,False,True
Chicago,159,263,2,S,2,0.001505822706,0.003011645413,3,0.6666666667,True,False,True
Chicago,159,263,7,S,2,0.001504555791,0.003009111583,3,0.6666666667,True,False,True
Chicago,159,325,9,S,2,0.001503287062,0.003006574124,3,0.6666666667,True,False,True
Chicago,159,263,5,S,2,0.001501558505,0.00300311701,3,0.6666666667,True,False,True
Chicago,159,94,3,S,2,0.001501264652,0.003002529305,3,0.6666666667,True,False,True
Chicago,159,359,2,S,2,0.001499395336,0.002998790672,3,0.6666666667,True,True,True
Chicago,159,595,9,S,2,0.001496937305,0.00299387461,3,0.6666666667,True,False,True
Chicago,159,263,6,S,2,0.001494330031,0.002988660062,3,0.6666666667,True,False,True
Chicago,159,414,2,S,2,0.001492145059,0.002984290117,3,0.6666666667,False,False,True
Chicago,159,585,7,S,2,0.001491841019,0.002983682038,3,0.6666666667,True,False,True
Chicago,159,595,4,S,2,0.001490818403,0.002981636807,3,0.6666666667,True,True,True
Chicago,159,359,6,S,2,0.001488082411,0.002976164821,3,0.6666666667,True,True,True
Chicago,159,761,2,S,2,0.00148650206,0.002973004121,3,0.6666666667,True,False,True
Chicago,159,263,3,S,2,0.001483311501,0.002966623002,3,0.6666666667,True,False,True
Chicago,159,414,8,S,2,0.001482917313,0.002965834625,3,0.6666666667,False,False,False
Chicago,159,627,1,S,2,0.001482301651,0.002964603302,3,0.6666666667,True,False,True
Chicago,159,792,1,S,2,0.001480896965,0.00296179393,3,0.6666666667,False,False,False
Chicago,159,875,2,S,2,0.001479808665,0.002959617329,3,0.6666666667,True,False,True
Chicago,159,406,7,S,2,0.001479397486,0.002958794972,3,0.6666666667,False,False,True
Chicago,159,761,7,S,2,0.001478683799,0.002957367598,3,0.6666666667,True,False,True
Chicago,159,591,4,S,2,0.001477360415,0.00295472083,3,0.6666666667,True,False,True
Chicago,159,359,3,S,2,0.001477236215,0.002954472429,3,0.6666666667,True,True,True
Philadelphia,656,440,10,S,2,0.001476966528,0.002953933057,3,0.6666666667,True,False,True
Chicago,159,406,5,S,2,0.001476481507,0.002952963014,3,0.6666666667,True,False,True
Chicago,159,140,5,S,2,0.00147361152,0.002947223041,3,0.6666666667,True,False,True
Chicago,159,595,3,S,2,0.001472966799,0.002945933598,3,0.6666666667,True,True,True
Chicago,159,595,8,S,2,0.001472476342,0.002944952683,3,0.6666666667,True,True,True
Chicago,159,263,4,S,2,0.00147040558,0.002940811159,3,0.6666666667,True,False,True
Chicago,159,50,11,S,2,0.001470342741,0.002940685482,3,0.6666666667,True,False,True
Chicago,159,406,6,S,2,0.00146944912,0.002938898239,3,0.6666666667,True,False,True
Chicago,159,208,2,S,2,0.001468678205,0.00293735641,3,0.6666666667,True,False,True
Chicago,159,875,6,S,2,0.001468134656,0.002936269312,3,0.6666666667,True,False,True
Chicago,159,109,2,S,2,0.001466769969,0.002933539939,3,0.6666666667,True,False,True
Chicago,159,406,1,S,2,0.001466093729,0.002932187458,3,0.6666666667,True,False,True
Chicago,159,732,2,S,2,0.001464566241,0.002929132482,3,0.6666666667,True,False,True
Chicago,159,140,8,S,2,0.001463974863,0.002927949726,3,0.6666666667,False,False,False
Chicago,159,732,7,S,2,0.001463286584,0.002926573168,3,0.6666666667,True,False,True
Chicago,159,109,5,S,2,0.001462661222,0.002925322443,3,0.6666666667,True,False,True
Chicago,159,609,7,S,2,0.001461369448,0.002922738896,3,0.6666666667,True,False,True
Chicago,159,109,7,S,2,0.001461345325,0.00292269065,3,0.6666666667,True,False,True
Chicago,159,732,5,S,2,0.001460259153,0.002920518305,3,0.6666666667,True,False,True
Chicago,159,281,9,S,2,0.001459517958,0.002919035916,3,0.6666666667,True,True,True
Chicago,159,761,4,S,2,0.001459304784,0.002918609569,3,0.6666666667,True,False,True
Chicago,159,406,3,S,2,0.001458729489,0.002917458977,3,0.6666666667,True,False,True
Chicago,159,208,6,S,2,0.001457998232,0.002915996463,3,0.6666666667,True,False,True
Chicago,159,263,9,S,2,0.001457855053,0.002915710106,3,0.6666666667,True,False,True
Chicago,159,358,2,S,2,0.001457806587,0.002915613175,3,0.6666666667,True,True,True
Chicago,159,761,3,S,2,0.001457154684,0.002914309368,3,0.6666666667,True,False,True
Chicago,159,875,3,S,2,0.001456942274,0.002913884548,3,0.6666666667,True,False,True
Chicago,159,109,6,S,2,0.001455696265,0.00291139253,3,0.6666666667,True,False,True
Chicago,159,732,6,S,2,0.001452957978,0.002905915956,3,0.6666666667,True,False,True
Chicago,159,732,1,S,2,0.00144947434,0.00289894868,3,0.6666666667,True,False,True
San Antonio,506,172,2,C,2,0.001449464272,0.002898928544,3,0.6666666667,True,False,True
Chicago,159,208,3,S,2,0.001447758875,0.00289551775,3,0.6666666667,True,False,True
Chicago,159,800,8,S,2,0.001447002063,0.002894004125,3,0.6666666667,True,True,True
Chicago,159,162,7,S,2,0.00144685742,0.00289371484,3,0.6666666667,True,False,True
Chicago,159,406,4,S,2,0.001446173665,0.002892347331,3,0.6666666667,True,False,True
Chicago,159,591,6,S,2,0.00144603697,0.00289207394,3,0.6666666667,True,False,True
Chicago,159,109,3,S,2,0.001445079421,0.002890158842,3,0.6666666667,True,False,True
Chicago,159,697,7,S,2,0.001444497737,0.002888995473,3,0.6666666667,True,False,True
Chicago,159,761,5,S,2,0.001444234819,0.002888469639,3,0.6666666667,True,False,True
Chicago,159,732,3,S,2,0.001441828629,0.002883657258,3,0.6666666667,True,False,True
Chicago,159,800,9,S,2,0.001441156798,0.002882313597,3,0.6666666667,True,False,True
Chicago,159,140,9,S,2,0.001434643669,0.002869287338,3,0.6666666667,False,False,False
Chicago,159,406,9,S,2,0.001433963597,0.002867927194,3,0.6666666667,False,False,False
Chicago,159,109,4,S,2,0.001432643991,0.002865287982,3,0.6666666667,True,False,True
Chicago,159,358,4,S,2,0.001430779898,0.002861559797,3,0.6666666667,True,True,True
Chicago,159,761,6,S,2,0.001429621246,0.002859242493,3,0.6666666667,True,False,True
Chicago,159,732,4,S,2,0.001428792906,0.002857585812,3,0.6666666667,True,False,True
Chicago,159,358,5,S,2,0.00142809382,0.002856187639,3,0.6666666667,True,True,True
Chicago,159,448,3,S,2,0.001426908544,0.002853817089,3,0.6666666667,True,False,True
Chicago,159,162,4,S,2,0.001426744445,0.00285348889,3,0.6666666667,True,False,True
Chicago,159,145,8,S,2,0.001426627206,0.002853254412,3,0.6666666667,True,False,True
Chicago,159,697,4,S,2,0.001425224833,0.002850449666,3,0.6666666667,True,False,True
Chicago,159,697,3,S,2,0.001423086505,0.002846173011,3,0.6666666667,True,False,True
Chicago,159,585,5,S,2,0.001422979337,0.002845958675,3,0.6666666667,True,False,True
Chicago,159,359,8,S,2,0.001422970334,0.002845940667,3,0.6666666667,True,True,True
Chicago,159,358,6,S,2,0.001420759968,0.002841519937,3,0.6666666667,True,True,True
Chicago,159,48,2,S,2,0.001417054942,0.002834109884,3,0.6666666667,True,False,True
Chicago,159,28,1,S,2,0.001416988816,0.002833977632,3,0.6666666667,False,False,False
Chicago,159,732,9,S,2,0.001416116153,0.002832232306,3,0.6666666667,False,False,False
Chicago,159,358,3,S,2,0.001412668926,0.002825337851,3,0.6666666667,True,True,True
Chicago,159,358,8,S,2,0.001412171342,0.002824342684,3,0.6666666667,True,False,True
Chicago,159,162,5,S,2,0.00141110372,0.00282220744,3,0.6666666667,True,False,True
Chicago,159,697,5,S,2,0.001410237384,0.002820474769,3,0.6666666667,True,False,True
Chicago,159,856,7,S,2,0.001408901822,0.002817803643,3,0.6666666667,False,False,False
Chicago,159,585,8,S,2,0.001408421028,0.002816842056,3,0.6666666667,False,False,True
Chicago,159,609,2,S,2,0.001404413856,0.002808827712,3,0.6666666667,True,False,True
Chicago,159,187,1,S,2,0.001404161912,0.002808323824,3,0.6666666667,False,False,False
Chicago,159,211,1,S,2,0.001401910598,0.002803821195,3,0.6666666667,True,False,True
Chicago,159,716,1,S,2,0.001400257604,0.002800515208,3,0.6666666667,False,False,False
Chicago,159,591,1,S,2,0.00139954049,0.002799080981,3,0.6666666667,True,False,True
Chicago,159,162,8,S,2,0.001398289791,0.002796579582,3,0.6666666667,False,False,False
Chicago,159,697,6,S,2,0.00139570383,0.002791407659,3,0.6666666667,True,False,True
Chicago,159,761,1,S,2,0.001385559042,0.002771118083,3,0.6666666667,True,False,True
Chicago,159,707,7,S,2,0.001380040611,0.002760081221,3,0.6666666667,True,True,True
Chicago,159,609,4,S,2,0.001379569613,0.002759139227,3,0.6666666667,True,False,True
Chicago,159,764,2,S,2,0.001375827177,0.002751654355,3,0.6666666667,True,False,True
Austin,491,105,4,C,2,0.001369772909,0.002739545818,3,0.6666666667,True,True,False
Chicago,159,707,8,S,2,0.001368747599,0.002737495197,3,0.6666666667,True,False,True
Chicago,159,609,3,S,2,0.00136292113,0.002725842261,3,0.6666666667,True,False,True
Chicago,159,609,8,S,2,0.001362463727,0.002724927455,3,0.6666666667,True,False,True
Chicago,159,300,3,S,2,0.001360378891,0.002720757783,3,0.6666666667,False,False,False
Chicago,159,412,2,S,2,0.001359917202,0.002719834404,3,0.6666666667,True,False,True
Chicago,159,706,3,S,2,0.001356273288,0.002712546576,3,0.6666666667,False,False,False
Chicago,159,145,2,S,2,0.001352107261,0.002704214522,3,0.6666666667,True,False,True
Chicago,159,412,7,S,2,0.001352046614,0.002704093228,3,0.6666666667,True,False,True
Chicago,159,469,2,S,2,0.00135193623,0.002703872461,3,0.6666666667,False,False,False
Chicago,159,697,1,S,2,0.001351882891,0.002703765781,3,0.6666666667,True,False,True
Philadelphia,656,343,10,S,2,0.001351291847,0.002702583695,3,0.6666666667,True,True,False
Chicago,159,145,7,S,2,0.001350889376,0.002701778752,3,0.6666666667,True,False,True
Chicago,159,639,2,S,2,0.001349804907,0.002699609813,3,0.6666666667,False,False,False
Chicago,159,351,6,S,2,0.001348718735,0.00269743747,3,0.6666666667,False,False,False
Chicago,159,145,5,S,2,0.001348008087,0.002696016174,3,0.6666666667,True,False,True
Chicago,159,448,8,S,2,0.001347299757,0.002694599514,3,0.6666666667,True,False,True
Chicago,159,470,7,S,2,0.001347206497,0.002694412993,3,0.6666666667,True,False,True
Chicago,159,706,6,S,2,0.001346986243,0.002693972487,3,0.6666666667,False,False,False
Chicago,159,856,2,S,2,0.00134552299,0.002691045981,3,0.6666666667,False,False,False
Chicago,159,48,4,S,2,0.00134396026,0.002687920521,3,0.6666666667,True,False,True
Chicago,159,453,10,S,2,0.001343408433,0.002686816867,3,0.6666666667,True,False,True
Chicago,159,707,5,S,2,0.001343078123,0.002686156247,3,0.6666666667,True,True,True
Chicago,159,145,1,S,2,0.001341190266,0.002682380533,3,0.6666666667,True,False,True
