city,policy,objective,baseline_objective,recoverable_fraction,total_intervention_cost,total_budget,total_cost_R,total_cost_C,total_cost_S,scenario
Austin,damage_based,0.8290023402793253,0.8514459392174984,0.026359393949073717,0.7986328236812643,0.7986328236812643,0.39931641184063216,0.2395898471043793,0.15972656473625288,fast_response
Austin,exposure_based,0.8287695630417715,0.8514459392174984,0.02663278445671735,0.7986328236812644,0.7986328236812643,0.1996582059203161,0.1996582059203161,0.3993164118406322,fast_response
Austin,access_based,0.827434478701754,0.8514459392174984,0.028200804548802694,0.7986328236812644,0.7986328236812643,0.31945312947250576,0.15972656473625285,0.3194531294725058,fast_response
San Antonio,damage_based,0.7699074085848687,0.789462086575632,0.024769622662417667,0.7367981430342834,0.7367981430342834,0.285877679497302,0.2953086957281408,0.15561176780884067,base
San Antonio,exposure_based,0.7689805568726633,0.789462086575632,0.025943652078099566,0.7367981430342834,0.7367981430342834,0.13262366574617102,0.2357754057709707,0.3683990715171417,base
San Antonio,access_based,0.7685910378712851,0.789462086575632,0.026437050061361433,0.7367981430342834,0.7367981430342834,0.22870214359784155,0.19687246381876053,0.3112235356176813,base
San Antonio,damage_based,0.7796847475802502,0.789462086575632,0.012384811331209056,0.3683990715171417,0.3683990715171417,0.142938839748651,0.1476543478640704,0.07780588390442034,low_budget
San Antonio,exposure_based,0.7791898207469788,0.789462086575632,0.013011727862968225,0.3683990715171417,0.3683990715171417,0.06631183287308551,0.11788770288548535,0.18419953575857084,low_budget
San Antonio,access_based,0.7790265622234585,0.789462086575632,0.013218525030680883,0.3683990715171417,0.3683990715171417,0.11435107179892078,0.09843623190938026,0.15561176780884065,low_budget
San Antonio,damage_based,0.7568709565910265,0.789462086575632,0.041282704437362705,1.2279969050571393,1.227996905057139,0.47646279916217005,0.49218115954690145,0.2593529463480678,high_budget
San Antonio,exposure_based,0.7564853204688229,0.789462086575632,0.041771184034750775,1.227996905057139,1.227996905057139,0.22103944291028504,0.3929590096182845,0.6139984525285695,high_budget
San Antonio,access_based,0.7551611873882436,0.789462086575632,0.04344844390966496,1.2279969050571389,1.227996905057139,0.3811702393297359,0.3281207730312675,0.5187058926961354,high_budget
San Antonio,damage_based,0.7084288560658276,0.789462086575632,0.10264359984821292,3.0699922626428475,3.069992262642848,1.1911569979054248,1.2304528988672532,0.6483823658701694,very_high_budget
San Antonio,exposure_based,0.7201022132855734,0.789462086575632,0.08785713015163743,3.0699922626428484,3.069992262642848,0.5525986072757127,0.9823975240457116,1.534996131321424,very_high_budget
San Antonio,access_based,0.7135160853739486,0.789462086575632,0.09619968139458923,3.069992262642847,3.069992262642848,0.9529255983243398,0.8203019325781689,1.2967647317403388,very_high_budget
San Antonio,damage_based,0.7710514608988134,0.789462086575632,0.0233204684428564,0.7367981430342835,0.7367981430342834,0.26524733149234203,0.28293048692516487,0.18862032461677658,delayed_response
San Antonio,exposure_based,0.7692974537173565,0.789462086575632,0.0255422435113275,0.7367981430342834,0.7367981430342834,0.10683573073997107,0.20998747076477076,0.4199749415295415,delayed_response
San Antonio,access_based,0.769349238318021,0.789462086575632,0.025476648720209494,0.7367981430342834,0.7367981430342834,0.19569358678990564,0.18036818541479255,0.36073637082958515,delayed_response
San Antonio,damage_based,0.7688970061289446,0.789462086575632,0.02604948457485834,0.7367981430342834,0.7367981430342834,0.3683990715171417,0.22103944291028502,0.1473596286068567,fast_response
San Antonio,exposure_based,0.7684897271400859,0.789462086575632,0.026565378872740686,0.7367981430342833,0.7367981430342834,0.18419953575857081,0.18419953575857081,0.36839907151714163,fast_response
San Antonio,access_based,0.7677649129724968,0.789462086575632,0.027483490305720393,0.7367981430342834,0.7367981430342834,0.2947192572137134,0.14735962860685667,0.29471925721371334,fast_response
