model_id,family,description,heldout_city,n_features,n_tokens,n_events,pearson,spearman,mae,top_1pct_value_capture,top_1pct_ndcg,top_1pct_precision,top_1pct_regret,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision,top_5pct_regret,top_10pct_value_capture,top_10pct_ndcg,top_10pct_precision,top_10pct_regret
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,New York,7,50454,24,0.2587954941,0.37563509,0.01559773722,0.9284009295,0.9183903624,0.4332241235,0.07159907054,0.9093976681,0.9113010676,0.6565494171,0.09060233185,0.9082953021,0.9096640176,0.6515336488,0.09170469786
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,Philadelphia,7,33719,20,0.3542310966,0.5970497399,0.0757860334,0.965683408,0.9740040126,0.7880746959,0.03431659199,0.9653020332,0.9693936739,0.7900779874,0.03469796684,0.966550682,0.9689928756,0.7537781695,0.03344931805
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,San Antonio,7,25076,19,0.3041163609,0.7136888125,0.06054541309,0.9589015631,0.9723093233,0.7546430178,0.04109843687,0.957190289,0.9648412308,0.7343595045,0.04280971097,0.9764622834,0.9766285595,0.788141138,0.02353771662
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,Austin,12,18007,15,0.5090219671,0.7188021607,0.05403122358,0.948538951,0.9294930327,0.8290598291,0.05146104898,0.965097869,0.949775003,0.8490710383,0.034902131,0.9595997513,0.9505102736,0.6740725436,0.0404002487
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,Chicago,12,26081,13,0.4119889376,0.4156783368,0.033958789,0.9849275732,0.9759462464,0.7455707428,0.01507242682,0.9792651514,0.9779111496,0.8669099726,0.02073484859,0.9740131653,0.9744605669,0.8271410391,0.02598683474
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,Dallas,12,12000,10,0.4869495065,0.6930954177,0.03295185224,0.6978964076,0.6739325894,0,0.3021035924,0.8421889865,0.7969098312,0.1666666667,0.1578110135,0.8598323243,0.825078149,0.4583333333,0.1401676757
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,Houston,12,4800,4,0.4869466495,0.6900461491,0.02644924642,0.9993179445,0.9995641285,0.9166666667,0.0006820554876,0.9558341701,0.9671979321,0.8,0.04416582995,0.9461632081,0.9566423852,0.775,0.05383679193
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,New York,12,50454,24,0.207658545,0.3203714489,0.01591667915,0.9166434837,0.8886340895,0.4379263178,0.08335651629,0.9004296248,0.8956828891,0.6428058909,0.09957037519,0.9020030326,0.8983606875,0.6415893039,0.09799696736
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,Philadelphia,12,33719,20,0.3590591389,0.5964104421,0.07553388285,0.9854424982,0.988283852,0.8585654938,0.0145575018,0.9711273969,0.975707849,0.8183948227,0.02887260307,0.9729701622,0.9756622523,0.7810984257,0.02702983783
M8_factorized_interaction,factorized_law,low-dimensional activated components plus explicit interactions,San Antonio,12,25076,19,0.3062635914,0.7174497015,0.06025164053,0.9513090835,0.9603696526,0.7496304865,0.04869091649,0.9731607666,0.9725364599,0.8135386481,0.02683923337,0.9745989697,0.9734665993,0.8309165518,0.02540103027
