city,event_id,event_start,policy_scenario,budget_scale,delay_add_hours,policy_score,allocated_cost,value_proxy,selected_action_count,baseline_objective,optimized_objective,lp_recoverable_fraction,replay_objective,replay_gain,replay_recoverable_fraction,replay_fraction_of_base_lp_gain,objective_gap_to_base_lp,event_peak_positive_abnormal_deficit,event_total_precip
Austin,492,2024-07-28 09:00:00,base,1,0,residual_finite_greedy,1.517016101,0.118703661,420,0.1299120167,0.1145169576,0.1185037345,0.1145368889,0.0153751278,0.1183503127,0.9987053426,1.993132791e-05,0.01758517343,0.076771695
Chicago,145,2019-07-02 20:00:00,base,1,0,residual_finite_greedy,4.923071805,0.1170809598,1398,0.1258245198,0.1109568609,0.1181618565,0.11114021,0.01468430975,0.1167046755,0.987667924,0.0001833490993,0.02501185643,1.16141795
Chicago,146,2019-07-02 23:00:00,base,1,0,residual_finite_greedy,1.604000064,0.1301914107,736,0.04097771244,0.03555351338,0.132369494,0.03567973982,0.00529797262,0.1292891258,0.9767290174,0.0001262264421,0.002347054096,0.0393701
Chicago,147,2019-07-03 02:00:00,base,1,0,residual_finite_greedy,1.520669143,0.1301948905,700,0.03897364079,0.03382146956,0.1321963032,0.03395990566,0.005013735134,0.1286442588,0.973130532,0.0001384361003,0.0006227181642,0.03149608
Chicago,149,2019-07-13 20:00:00,base,1,0,residual_finite_greedy,0.6505468607,0.1529407401,322,0.01615556916,0.01366772496,0.1539929777,0.0138084473,0.002347121858,0.1452825236,0.9434360307,0.000140722343,0.0027008348,0.14173236
Chicago,150,2019-07-16 04:00:00,base,1,0,residual_finite_greedy,3.463301657,0.1310277844,1080,0.08333075424,0.0723885248,0.1313108172,0.07242024304,0.0109105112,0.1309301865,0.9971012998,3.171824262e-05,0.01441790021,0.05905515
Chicago,152,2019-07-17 19:00:00,base,1,0,residual_finite_greedy,3.013699282,0.2618374759,2340,0.02216888903,0.0162268801,0.2680336809,0.01677214097,0.005396748058,0.243437912,0.9082362753,0.0005452608713,0.01334210144,0.27952771
Chicago,153,2019-07-18 08:00:00,base,1,0,residual_finite_greedy,16.98127064,0.144452374,1269,0.3599332252,0.3078286765,0.1447617086,0.3080457745,0.05188745069,0.1441585468,0.9958334162,0.0002170979689,0.04130670755,1.42913463
Chicago,154,2019-07-20 05:00:00,base,1,0,residual_finite_greedy,1.815836829,0.2171480946,1138,0.02404835271,0.01884282114,0.2164610453,0.01920341147,0.004844941241,0.2014666576,0.9307293946,0.0003605903228,0.005706766028,0.01181103
Chicago,155,2019-07-21 12:00:00,base,1,0,residual_finite_greedy,5.686823028,0.1198710085,1398,0.1421726613,0.1250188178,0.1206550068,0.1251518371,0.01702082415,0.1197193891,0.9922455124,0.0001330192659,0.02618788377,0.25196864
Chicago,156,2019-07-21 15:00:00,base,1,0,residual_finite_greedy,3.129048538,0.1266406547,1231,0.07596880961,0.06634878232,0.1266312759,0.06638048591,0.009588323699,0.1262139521,0.9967044179,3.170358967e-05,0.004635041928,0.07086618
Chicago,157,2019-07-29 10:00:00,base,1,0,residual_finite_greedy,12.0773303,0.1345112574,1115,0.2829050771,0.2447975063,0.1347009082,0.2448568296,0.03804824755,0.134491215,0.9984432681,5.932327266e-05,0.03362315382,0.09055123
Chicago,158,2019-07-29 13:00:00,base,1,0,residual_finite_greedy,9.754483208,0.1247095487,1221,0.2414585392,0.211221112,0.1252282371,0.2113779498,0.03008058938,0.1245786936,0.9948131228,0.0001568378227,0.03362315382,0.41338605
Chicago,159,2019-07-29 17:00:00,base,1,0,residual_finite_greedy,6.007195289,0.1416366841,1478,0.125480708,0.1076472383,0.1421212074,0.1078131104,0.01766759759,0.1407993139,0.9906988297,0.0001658721397,0.01848159911,0.18110246
Dallas,55,2019-04-17 11:00:00,base,1,0,residual_finite_greedy,5.223364031,0.06413741853,212,0.6297233168,0.5893344889,0.06413741853,0.5893344889,0.04038882793,0.06413741853,1,2.664535259e-15,0.04385983862,0.01574804
Dallas,56,2019-04-18 02:00:00,base,1,0,residual_finite_greedy,4.69474522,0.08485526319,215,0.4273576317,0.3910745264,0.08490103523,0.3910940874,0.03626354432,0.08485526319,0.9994608777,1.956103166e-05,0.04562321539,0.171259935
Dallas,57,2019-04-18 12:00:00,base,1,0,residual_finite_greedy,4.58733773,0.06232289383,212,0.5691464883,0.5336756321,0.06232289383,0.5336756321,0.03547085616,0.06232289383,1,-2.442490654e-15,0.04057741584,0.09448824
Dallas,58,2019-04-18 22:00:00,base,1,0,residual_finite_greedy,5.281583299,0.09338930056,226,0.4339111185,0.3932770162,0.09364614235,0.3933884627,0.04052265586,0.09338930056,0.9972573159,0.0001114465073,0.03655756319,0.009842525
Dallas,59,2019-04-23 19:00:00,base,1,0,residual_finite_greedy,5.358569577,0.06568683295,212,0.6307852175,0.5893509343,0.06568683295,0.5893509343,0.04143428321,0.06568683295,1,-7.771561172e-16,0.06215555493,2.210631115
Dallas,60,2019-04-24 11:00:00,base,1,0,residual_finite_greedy,6.024098126,0.07239293644,212,0.6434381403,0.5968577639,0.07239293644,0.5968577639,0.0465803764,0.07239293644,1,-6.661338148e-16,0.06215555493,0.041338605
Dallas,61,2019-04-24 15:00:00,base,1,0,residual_finite_greedy,5.38242858,0.05991398588,212,0.6946419693,0.6530232001,0.05991398588,0.6530232001,0.04161876914,0.05991398588,1,1.887379142e-15,0.06215555493,0.352362395
Dallas,62,2019-04-28 01:00:00,base,1,0,residual_finite_greedy,1.973000234,0.08893954044,220,0.1708659535,0.1556481349,0.08906290776,0.1556681321,0.0151978214,0.08894587297,0.9986859311,1.999726204e-05,0.01786907333,0.053149635
Dallas,63,2019-04-28 09:00:00,base,1,0,residual_finite_greedy,3.232815079,0.07400008392,212,0.3377999703,0.3128027442,0.07400008392,0.3128027442,0.02499722615,0.07400008392,1,-1.554312234e-15,0.02141410712,0.005905515
Dallas,64,2019-04-30 18:00:00,base,1,0,residual_finite_greedy,4.411401083,0.05486721131,212,0.6216910488,0.5875805947,0.05486721131,0.5875805947,0.03411045415,0.05486721131,1,3.330669074e-16,0.05493827201,0.005905515
Houston,52,2019-04-04 01:00:00,base,1,0,residual_finite_greedy,1.504974668,0.1097105654,419,0.08955559994,0.07977768457,0.1091826237,0.07997382437,0.009581775567,0.1069924781,0.9799405299,0.0001961398006,0.01393183624,0.58267748
Houston,60,2019-04-18 05:00:00,base,1,0,residual_finite_greedy,6.243465092,0.09376218055,379,0.457149008,0.4142356062,0.09387180327,0.4143001254,0.04284888262,0.09373066958,0.9984965274,6.451912581e-05,0.0527549075,0.86220519
Houston,61,2019-04-24 21:00:00,base,1,0,residual_finite_greedy,6.450370683,0.1186398037,472,0.3590268447,0.3163541306,0.1188566112,0.3165115555,0.04251528916,0.1184181344,0.9963108762,0.0001574249238,0.03057047768,0.01181103
Houston,62,2019-04-30 03:00:00,base,1,0,residual_finite_greedy,7.008516945,0.1178681223,395,0.4064162998,0.3585033474,0.1178913158,0.3585198908,0.04789640901,0.1178506104,0.9996547208,1.654334586e-05,0.03738240115,0.01181103
New York,98,2019-06-02 18:00:00,base,1,0,residual_finite_greedy,3.596110992,0.2593569756,2022,0.01550511148,0.01152843866,0.2564749584,0.01164540463,0.003859706855,0.2489312546,0.9705869773,0.0001169659682,0.01284042645,0.12598432
New York,99,2019-06-02 22:00:00,base,1,0,residual_finite_greedy,8.431912331,0.1643491237,1939,0.07896785276,0.06730622951,0.1476755773,0.06918356442,0.009784288338,0.1239021703,0.8390159868,0.001877334911,0.01581179532,0.37401595
New York,100,2019-06-05 21:00:00,base,1,0,residual_finite_greedy,9.423734096,0.1861363038,2830,0.06728818434,0.05587831479,0.169567208,0.05691165289,0.01037653145,0.1542103053,0.9094347138,0.001033338101,0.01875161061,0.01049869333
New York,101,2019-06-06 02:00:00,base,1,0,residual_finite_greedy,9.423734096,0.1285976187,1519,0.1381608698,0.1204755681,0.1280051421,0.1205646656,0.01759620423,0.1273602594,0.9949620567,8.909754741e-05,0.01875161061,0.1036745967
New York,102,2019-06-10 12:00:00,base,1,0,residual_finite_greedy,18.11111689,0.1118977198,1456,0.3089764556,0.2744033364,0.1118956433,0.2744501774,0.03452627819,0.1117440425,0.9986451588,4.684108744e-05,0.0432816613,0.6207352433
New York,103,2019-06-11 01:00:00,base,1,0,residual_finite_greedy,25.59521297,0.1368327676,1505,0.3539791125,0.3058296711,0.1360233972,0.305990825,0.04798828748,0.1355681332,0.9966530465,0.0001611539429,0.0432816613,0.00393701
New York,104,2019-06-11 05:00:00,base,1,0,residual_finite_greedy,41.71031263,0.1483756743,1796,0.514244662,0.4377484059,0.1487545945,0.4381740179,0.07607064413,0.1479269495,0.9944361718,0.0004256120237,0.04681591781,0.3412075333
New York,105,2019-06-13 08:00:00,base,1,0,residual_finite_greedy,13.3353173,0.09867281845,1524,0.2561590109,0.2308547871,0.09878326619,0.2309082905,0.02525072035,0.09857439824,0.9978855937,5.3503409e-05,0.03122607429,0.4317587633
New York,106,2019-06-13 22:00:00,base,1,0,residual_finite_greedy,8.609963856,0.1532231709,2179,0.0931906285,0.07944248206,0.1475271351,0.08024200398,0.01294862452,0.138947711,0.941845112,0.000799521916,0.01413909782,0.1994751733
New York,107,2019-06-16 03:00:00,base,1,0,residual_finite_greedy,26.86712664,0.1340129593,1630,0.3743013216,0.3240869446,0.1341549552,0.3241874604,0.05011386113,0.1338864125,0.9979982649,0.0001005158816,0.02734209638,0.03412075333
New York,108,2019-06-16 19:00:00,base,1,0,residual_finite_greedy,23.70961504,0.153739084,1853,0.2806178036,0.2373843547,0.1540652389,0.2376110694,0.04300673418,0.1532573259,0.9947560333,0.0002267147674,0.02595726488,0.03018374333
New York,109,2019-06-18 07:00:00,base,1,0,residual_finite_greedy,58.20723774,0.1476103234,1669,0.7345846597,0.6259726094,0.1478550483,0.6263511219,0.1082335378,0.1473397741,0.9965150044,0.0003785125199,0.06813897394,0.1036745967
New York,110,2019-06-18 13:00:00,base,1,0,residual_finite_greedy,40.2881086,0.1145358477,1450,0.672594944,0.595564262,0.114527596,0.5957230753,0.07687186872,0.1142914757,0.9979383114,0.0001588132788,0.06813897394,0.80708705
New York,111,2019-06-18 23:00:00,base,1,0,residual_finite_greedy,18.59735783,0.116619406,1583,0.2995702587,0.2645951538,0.1167509254,0.2646447595,0.03492549928,0.116585336,0.998581687,4.960564467e-05,0.007086730324,0.00787402
New York,112,2019-06-19 07:00:00,base,1,0,residual_finite_greedy,3.2705583,0.1334681205,744,0.05163031833,0.0448293879,0.1317235814,0.04535329697,0.006277021366,0.121576267,0.9229650889,0.0005239090714,0.007086730324,0.00393701
New York,113,2019-06-19 10:00:00,base,1,0,residual_finite_greedy,3.199223672,0.1173108,829,0.05902898295,0.05206386475,0.1179948876,0.05211799259,0.006910990363,0.1170779169,0.9922287253,5.41278466e-05,0.007086730324,0.00393701
New York,115,2019-06-20 01:00:00,base,1,0,residual_finite_greedy,1.521707899,0.1529894697,509,0.01889311455,0.01602620168,0.1517437935,0.01628744876,0.002605665795,0.1379161592,0.9088751248,0.0002612470776,0.00338160594,0.00787402
New York,116,2019-06-20 04:00:00,base,1,0,residual_finite_greedy,1.521707899,0.1451219052,414,0.02443910888,0.02089341786,0.145082664,0.02100155674,0.003437552145,0.140657835,0.969501325,0.0001081388783,0.00338160594,0.01181103
New York,117,2019-06-20 07:00:00,base,1,0,residual_finite_greedy,1.521707899,0.1247797477,454,0.02864635885,0.02511424332,0.1233006801,0.02526299968,0.003383359171,0.1181078261,0.9578846284,0.0001487563579,0.00338160594,0.02362206
New York,119,2019-06-20 21:00:00,base,1,0,residual_finite_greedy,3.846498066,0.1483805427,1095,0.01783321113,0.0155572178,0.1276266689,0.01622939649,0.001603814637,0.08993414733,0.7046657887,0.0006721786959,0.009006987358,0.03805776333
New York,120,2019-06-21 04:00:00,base,1,0,residual_finite_greedy,3.846498066,0.1316318011,777,0.05966038473,0.05213648155,0.1261122136,0.05309137904,0.006569005693,0.1101066599,0.8730848249,0.0009548974899,0.009006987358,0.48031522
New York,121,2019-06-25 07:00:00,base,1,0,residual_finite_greedy,35.07910644,0.1236504783,1604,0.5339519264,0.4678503907,0.1237967923,0.4679641357,0.06598779071,0.1235837675,0.9982792382,0.000113744995,0.04783041442,0.4973755967
New York,122,2019-06-29 18:00:00,base,1,0,residual_finite_greedy,23.7154995,0.1085698635,1456,0.4169878714,0.3717146433,0.10857205,0.3717732506,0.04521462074,0.1084315009,0.9987054756,5.860729733e-05,0.03686080824,0.04986879333
New York,123,2019-06-30 15:00:00,base,1,0,residual_finite_greedy,16.62784393,0.1165079724,1450,0.2729615004,0.241152528,0.1165328165,0.2411934213,0.03176807912,0.116383003,0.9987144098,4.089330198e-05,0.02021357153,0.04724412
Philadelphia,640,2023-07-04 01:00:00,base,1,0,residual_finite_greedy,0.4128202335,0.1743422771,225,0.009872386696,0.008243332553,0.1650111764,0.008446127541,0.001426259155,0.144469539,0.8755136598,0.0002027949882,0.002905801377,0.005905515
Philadelphia,641,2023-07-07 11:00:00,base,1,0,residual_finite_greedy,0.2182709443,0.1807891615,129,0.004974469552,0.00404945932,0.1859515315,0.004124229194,0.0008502403579,0.1709208085,0.9191685982,7.476987373e-05,0.001487792359,0.009842525
Philadelphia,642,2023-07-07 17:00:00,base,1,0,residual_finite_greedy,0.2104896005,0.1772951909,144,0.004404859881,0.003539557703,0.1964426113,0.003646651537,0.0007582083443,0.1721299576,0.876235336,0.0001070938333,0.0008256984963,0.01574804
Philadelphia,643,2023-07-08 16:00:00,base,1,0,residual_finite_greedy,1.050453439,0.171801758,580,0.0234280212,0.01943689461,0.1703569651,0.01961261339,0.003815407813,0.1628565972,0.9559726375,0.000175718777,0.003739478326,0.549212895
Philadelphia,644,2023-07-09 11:00:00,base,1,0,residual_finite_greedy,5.051169419,0.1523854782,1272,0.1110530288,0.09460058211,0.1481494643,0.09482217076,0.01623085808,0.1461541234,0.9865315687,0.0002215886485,0.02620668832,0.809055555
Philadelphia,645,2023-07-09 18:00:00,base,1,0,residual_finite_greedy,3.906858365,0.1340489515,1528,0.09158145415,0.07927351959,0.1343933078,0.07963390059,0.01194755356,0.1304582207,0.97071962,0.000360381001,0.02620668832,0.592520005
Philadelphia,646,2023-07-14 06:00:00,base,1,0,residual_finite_greedy,0.95363987,0.1745959339,511,0.0218368079,0.01804493322,0.1736460156,0.01814279153,0.003694016379,0.1691646689,0.9741926318,9.785830625e-05,0.003129179863,0.15354339
Philadelphia,647,2023-07-14 08:00:00,base,1,0,residual_finite_greedy,0.5188237906,0.1859103526,282,0.01199311988,0.009781906475,0.1843734931,0.009888632484,0.002104487396,0.1754745569,0.9517341888,0.0001067260086,0.001727634009,0.005905515
Philadelphia,648,2023-07-16 04:00:00,base,1,0,residual_finite_greedy,4.075417135,0.1700137876,1227,0.08146607583,0.06766638073,0.1693919213,0.06772766788,0.01373840796,0.1686396186,0.9955588045,6.128714393e-05,0.01069273532,0.50787429
Philadelphia,649,2023-07-16 10:00:00,base,1,0,residual_finite_greedy,3.112940798,0.143471921,1243,0.07318801366,0.06262764503,0.1442909584,0.06269709185,0.01049092182,0.143342076,0.9934238266,6.944681531e-05,0.01069273532,0.61811057
Philadelphia,650,2023-07-16 19:00:00,base,1,0,residual_finite_greedy,1.140890303,0.176028198,661,0.0243808805,0.02016489459,0.1729218069,0.02037408614,0.004006794361,0.1643416594,0.9503813454,0.0002091915487,0.001318960432,0.12992133
Philadelphia,651,2023-07-18 11:00:00,base,1,0,residual_finite_greedy,4.296730118,0.1577740534,1086,0.09123606506,0.07674684299,0.1588102475,0.07688311885,0.01435294621,0.1573165853,0.9905946737,0.000136275861,0.01025791362,0.01574804
Philadelphia,652,2023-07-19 06:00:00,base,1,0,residual_finite_greedy,3.671382131,0.1398114826,1312,0.08686271948,0.07461430067,0.1410089263,0.07475530778,0.0121074117,0.1393855935,0.98848773,0.0001410071038,0.01343162498,0.05118113
Philadelphia,653,2023-07-19 11:00:00,base,1,0,residual_finite_greedy,1.813802551,0.1541365169,1099,0.03839710662,0.03259505745,0.1511064161,0.03290799139,0.005489115233,0.1429564807,0.9460649283,0.0003129339378,0.003021297138,0.005905515
Philadelphia,654,2023-07-20 18:00:00,base,1,0,residual_finite_greedy,4.265774354,0.1970089479,1674,0.06758702171,0.05443101121,0.1946529106,0.05486704711,0.01271997459,0.1882014368,0.9668565254,0.0004360358995,0.01436661912,0.12992133
Philadelphia,655,2023-07-21 04:00:00,base,1,0,residual_finite_greedy,2.976763304,0.1443252987,1391,0.06696318033,0.05726466631,0.1448335335,0.05741858834,0.009544591989,0.1425349265,0.9841293176,0.0001539220358,0.01436661912,0.273622195
Philadelphia,656,2023-07-25 15:00:00,base,1,0,residual_finite_greedy,6.858020583,0.1400089373,1407,0.1611150664,0.1383885504,0.1410576712,0.1387643462,0.02235072018,0.1387252023,0.9834644307,0.0003757958808,0.02881938331,0.50000027
Philadelphia,657,2023-07-28 22:00:00,base,1,0,residual_finite_greedy,2.3570468,0.1349910425,1293,0.05620795867,0.04857938964,0.1357204427,0.04875229105,0.007455667626,0.1326443408,0.9773350142,0.0001729014087,0.01507816758,0.261811165
Philadelphia,658,2023-07-29 09:00:00,base,1,0,residual_finite_greedy,1.249107647,0.1278315465,643,0.0198147851,0.01730577306,0.126623227,0.01742770686,0.002387078241,0.1204695498,0.9514016716,0.0001219337907,0.00879234695,0.01574804
Philadelphia,659,2023-07-29 19:00:00,base,1,0,residual_finite_greedy,2.079031254,0.1553889473,1080,0.046383602,0.03917984786,0.1553082087,0.03922420651,0.007159395493,0.1543518654,0.9938422876,4.435864643e-05,0.00879234695,0.12598432
San Antonio,491,2024-07-06 20:00:00,base,1,0,residual_finite_greedy,1.105040355,0.1243669104,562,0.05846105751,0.05114948218,0.1250674491,0.05130308554,0.007157971968,0.1224400015,0.9789917547,0.0001536033679,0.01636790638,0.6548559967
San Antonio,492,2024-07-09 16:00:00,base,1,0,residual_finite_greedy,1.797613118,0.1226306999,632,0.09517465171,0.08343941316,0.1233021434,0.08372818028,0.01144647144,0.1202680675,0.975393162,0.0002887671138,0.02679911393,0.1666667567
San Antonio,493,2024-07-10 17:00:00,base,1,0,residual_finite_greedy,1.50392933,0.1324506474,629,0.07381571949,0.06398994745,0.1331121895,0.06421609048,0.009599629013,0.1300485734,0.9769847062,0.0002261430303,0.0160701046,0.06692917
San Antonio,494,2024-07-12 13:00:00,base,1,0,residual_finite_greedy,2.060033306,0.1273922325,601,0.1079999845,0.09410697633,0.1286389832,0.09426909412,0.0137308904,0.1271378923,0.9883309803,0.000162117787,0.01986233264,0.03018374333
San Antonio,495,2024-07-13 13:00:00,base,1,0,residual_finite_greedy,0.6324483959,0.1352026699,328,0.03348498918,0.028979354,0.1345568653,0.02916812841,0.004316860768,0.1289192822,0.9581025976,0.00018877441,0.009428645376,0.1443570333
San Antonio,496,2024-07-18 12:00:00,base,1,0,residual_finite_greedy,2.210856024,0.1324892297,562,0.1142010555,0.09900465614,0.133067066,0.09907181663,0.0151292389,0.1324789761,0.9955804998,6.716049046e-05,0.02527631584,0.02362206
San Antonio,497,2024-07-19 12:00:00,base,1,0,residual_finite_greedy,1.422791377,0.1390354493,634,0.06820293445,0.05869314606,0.1394337131,0.05876773131,0.009435203145,0.1383401348,0.992157002,7.458525121e-05,0.01603436315,0.4540684867
San Antonio,498,2024-07-21 19:00:00,base,1,0,residual_finite_greedy,1.11701441,0.1314899113,576,0.05579872396,0.04842086892,0.1322226481,0.04858522497,0.007213498996,0.1292771319,0.9777230583,0.0001643560468,0.01193186401,0.08792655667
San Antonio,499,2024-07-22 20:00:00,base,1,0,residual_finite_greedy,0.4079995755,0.1431534107,219,0.02160154324,0.01853883983,0.1417816949,0.01871088313,0.002890660109,0.1338172961,0.9438263255,0.0001720433046,0.006082525209,0.1902888167
San Antonio,500,2024-07-23 00:00:00,base,1,0,residual_finite_greedy,3.816707883,0.1676895894,688,0.1073168078,0.08958091705,0.165266663,0.09068227026,0.01663453749,0.1550040282,0.9379025711,0.001101353212,0.03970233648,0.01706037667
San Antonio,501,2024-07-23 03:00:00,base,1,0,residual_finite_greedy,3.495324897,0.1229463586,561,0.1521064054,0.1333779371,0.1231274136,0.1334054849,0.01870092057,0.1229463054,0.9985290988,2.754772609e-05,0.03970233648,0.006561683333
San Antonio,502,2024-07-23 11:00:00,base,1,0,residual_finite_greedy,3.295700482,0.1234360373,619,0.1743211916,0.1526721597,0.124190477,0.1530884449,0.02123274677,0.1218024416,0.9807711877,0.0004162851726,0.03970233648,0.4435697933
San Antonio,503,2024-07-24 09:00:00,base,1,0,residual_finite_greedy,1.236696285,0.1334157628,536,0.0637757722,0.05523278521,0.1339534857,0.05526998513,0.008505787068,0.1333701933,0.9956455605,3.719991958e-05,0.01448938751,0.00393701
San Antonio,504,2024-07-24 11:00:00,base,1,0,residual_finite_greedy,1.220918146,0.1275685259,585,0.06417011406,0.05593204865,0.1283785378,0.0560150025,0.008155111554,0.1270858198,0.9899304202,8.295385688e-05,0.01448938751,0.1482940433
San Antonio,505,2024-07-25 17:00:00,base,1,0,residual_finite_greedy,1.507392202,0.1486099178,614,0.06805121557,0.05792907057,0.1487430447,0.05800881456,0.01004240101,0.1475712216,0.9921218291,7.974398799e-05,0.009153059049,0.00393701
San Antonio,506,2024-07-27 11:00:00,base,1,0,residual_finite_greedy,0.1141558958,0.1451950077,79,0.006043985503,0.005108345854,0.1548050783,0.005210771378,0.0008332141251,0.1378583924,0.8905288759,0.0001024255241,0.002520241673,0.01443570333
San Antonio,507,2024-07-28 05:00:00,base,1,0,residual_finite_greedy,3.560331357,0.143908684,544,0.1698329055,0.1455310063,0.1430929955,0.1456689349,0.02416397057,0.1422808525,0.9943243694,0.0001379286038,0.02986680471,0.0393701
San Antonio,508,2024-07-28 09:00:00,base,1,0,residual_finite_greedy,3.263491779,0.1369379158,562,0.1624977201,0.1401648984,0.1374346769,0.1402605423,0.0222371778,0.136846091,0.995717341,9.56438587e-05,0.02986680471,0.56299243
San Antonio,509,2024-07-28 16:00:00,base,1,0,residual_finite_greedy,1.214792663,0.1441037107,534,0.05787973292,0.04949538773,0.1448580491,0.04954633454,0.008333398377,0.1439778305,0.9939235784,5.094681609e-05,0.004199071565,0.01049869333
