city,intervention,rank,unit,total_cost,primitive_cost_share,origin_exposure_rank_pct,destination_importance_rank_pct,initial_deficit_rank_pct,out_degree_rank_pct,in_degree_rank_pct
New York,S,1,1166,1.0477282891425042,0.04668390712577187,1.0,0.9788659793814433,0.9752577319587629,1.0,0.9809278350515463
New York,S,2,1565,0.6476232424987496,0.02885632049703176,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,S,3,1224,0.603379491504399,0.02688493995522498,0.9963917525773196,0.9953608247422681,0.9953608247422681,0.9979381443298969,0.9631443298969072
New York,S,4,1085,0.5579866048856783,0.02486235707277422,0.9984536082474227,0.9747422680412371,0.9747422680412371,0.9845360824742269,0.8948453608247423
New York,S,5,33,0.5526840487722356,0.024626089674351915,0.9994845360824742,0.9247422680412372,0.9247422680412372,0.9896907216494846,0.8894329896907216
New York,S,6,1520,0.5287966924048157,0.02356173440429471,0.9953608247422681,0.9685567010309278,0.9685567010309278,0.9969072164948454,0.9567010309278351
New York,S,7,386,0.4998000534010223,0.0222697234733686,0.9979381443298969,0.9,0.9005154639175258,0.6835051546391753,0.7407216494845361
New York,S,8,414,0.4926018077276202,0.021948989332687314,0.9938144329896907,0.9324742268041237,0.9324742268041237,0.9829896907216494,0.8247422680412371
Philadelphia,C,1,505,1.0416880318329642,0.030106905536019385,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,C,2,86,0.949098605332308,0.027430882550150564,0.9485981308411215,0.9984423676012462,0.9984423676012462,0.9742990654205608,0.955607476635514
Philadelphia,C,3,314,0.9342767080379645,0.027002499533288815,0.9890965732087228,0.9968847352024922,0.9968847352024922,0.9968847352024922,0.9984423676012462
Philadelphia,C,4,101,0.8825814073937714,0.025508400066280242,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,C,5,267,0.8808694720634916,0.025458921648848665,0.9252336448598131,0.9937694704049844,0.9937694704049844,0.6627725856697819,0.8964174454828661
Philadelphia,C,6,53,0.8713353782155352,0.02518336692029247,0.6791277258566978,0.9922118380062306,0.9922118380062306,0.8847352024922118,0.9392523364485982
Philadelphia,C,7,413,0.8400128963603318,0.02427808340589043,0.4672897196261682,0.9906542056074766,0.9906542056074766,0.8286604361370716,0.9890965732087228
Philadelphia,C,8,350,0.8379253013070544,0.024217747657426576,0.9190031152647975,0.9890965732087228,0.9890965732087228,0.6892523364485982,0.9431464174454829
