city,unit,origin_exposure_p,destination_importance,initial_deficit_b0,local_disturbance_h,out_degree,in_degree,origin_exposure_p_rank_pct,origin_exposure_p_top10,origin_exposure_p_top25,destination_importance_rank_pct,destination_importance_top10,destination_importance_top25,initial_deficit_b0_rank_pct,initial_deficit_b0_top10,initial_deficit_b0_top25,local_disturbance_h_rank_pct,local_disturbance_h_top10,local_disturbance_h_top25,out_degree_rank_pct,out_degree_top10,out_degree_top25,in_degree_rank_pct,in_degree_top10,in_degree_top25
Austin,183,0.0037609326119951957,0.013444899842817092,0.050313205671327584,0.003700017396972809,198,206,0.4057971014492754,False,False,0.9903381642512077,True,True,0.9903381642512077,True,True,0.9903381642512077,True,True,0.7294685990338164,False,False,0.9347826086956522,True,True
Austin,205,0.013267227214293081,0.003789968120403862,0.0413853624470027,0.0030434666006821094,203,192,0.9951690821256038,True,True,0.4251207729468599,False,False,0.4251207729468599,False,False,0.4251207729468599,False,False,0.8502415458937198,False,True,0.4613526570048309,False,False
Austin,89,0.006067340171377878,0.010366506730583638,0.04746664622455034,0.0034906823062334953,199,205,0.748792270531401,False,False,0.9420289855072463,True,True,0.9420289855072463,True,True,0.9420289855072463,True,True,0.751207729468599,False,True,0.8140096618357487,False,True
Austin,118,0.010552581203391379,0.005799232742029875,0.04324331344060101,0.0031800997352103323,205,199,0.9758454106280193,True,True,0.6956521739130435,False,False,0.6956521739130435,False,False,0.6956521739130435,False,False,0.9106280193236715,True,True,0.5628019323671497,False,False
Austin,91,0.006933635888035694,0.009253527644160474,0.046437486680424224,0.0034149982354866925,197,200,0.8309178743961353,False,True,0.9178743961352657,True,True,0.9178743961352657,True,True,0.9178743961352657,True,True,0.7004830917874396,False,False,0.5942028985507246,False,False
Austin,201,0.008218707693725543,0.007919956439572232,0.04520433976231973,0.003324312997105823,203,202,0.9082125603864735,True,True,0.8599033816425121,False,True,0.8599033816425121,False,True,0.8599033816425121,False,True,0.8502415458937198,False,True,0.6642512077294686,False,False
Austin,73,0.006163910191828482,0.009870431527180847,0.04700795576968692,0.003456950353753529,196,205,0.7584541062801933,False,True,0.9323671497584541,True,True,0.9323671497584541,True,True,0.9323671497584541,True,True,0.6666666666666666,False,False,0.8140096618357487,False,True
Austin,159,0.01269652106797685,0.0032948108665967826,0.04092749986595359,0.003009795529783321,197,176,0.9855072463768116,True,True,0.37681159420289856,False,False,0.37681159420289856,False,False,0.37681159420289856,False,False,0.7004830917874396,False,False,0.26811594202898553,False,False
Austin,97,0.010543476663189767,0.005164365513039533,0.04265625677011076,0.003136927771411955,206,170,0.9710144927536232,True,True,0.6280193236714976,False,False,0.6280193236714976,False,False,0.6280193236714976,False,False,0.9516908212560387,True,True,0.2246376811594203,False,False
Austin,59,0.010473981705263147,0.0047685820481893435,0.042290288559137766,0.003110014583725511,207,205,0.966183574879227,True,True,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False,0.9879227053140096,True,True,0.8140096618357487,False,True
Austin,7,0.007969003097690391,0.006910089077641055,0.04427053001307528,0.0032556409204300115,195,192,0.8985507246376812,False,True,0.8019323671497585,False,True,0.8019323671497585,False,True,0.8019323671497585,False,True,0.6376811594202898,False,False,0.4613526570048309,False,False
Austin,98,0.010269749450576342,0.0046084366088837035,0.042142229372096794,0.0030991263574532296,203,200,0.961352657004831,True,True,0.5314009661835749,False,False,0.5314009661835749,False,False,0.5314009661835749,False,False,0.8502415458937198,False,True,0.5942028985507246,False,False
Austin,163,0.009304713766666063,0.005546479678842259,0.04300959926932458,0.003162912468207493,203,202,0.9371980676328503,True,True,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False,0.8502415458937198,False,True,0.6642512077294686,False,False
Austin,39,0.005888422293895594,0.00865241541344719,0.04588164331334692,0.0033741216882515,197,206,0.7246376811594203,False,False,0.893719806763285,False,True,0.893719806763285,False,True,0.893719806763285,False,True,0.7004830917874396,False,False,0.9347826086956522,True,True
Austin,40,0.007060526663700446,0.007460009824469819,0.044779033308973246,0.003293036093648177,207,205,0.8405797101449275,False,True,0.821256038647343,False,True,0.821256038647343,False,True,0.821256038647343,False,True,0.9879227053140096,True,True,0.8140096618357487,False,True
Austin,2,0.005284044789848051,0.009215861131100659,0.04640265021200696,0.0034124363725031447,200,202,0.6570048309178744,False,False,0.9130434782608695,True,True,0.9130434782608695,True,True,0.9130434782608695,True,True,0.7657004830917874,False,True,0.6642512077294686,False,False
Austin,35,0.006015468934475553,0.00831290854384511,0.04556770370081528,0.0033510346674094165,206,206,0.7342995169082126,False,False,0.8840579710144928,False,True,0.8840579710144928,False,True,0.8840579710144928,False,True,0.9516908212560387,True,True,0.9347826086956522,True,True
Austin,42,0.009425667249897105,0.004770530629838005,0.04229208841082083,0.0031101469442549276,205,200,0.9420289855072463,True,True,0.5603864734299517,False,False,0.5603864734299517,False,False,0.5603864734299517,False,False,0.9106280193236715,True,True,0.5942028985507246,False,False
Austin,67,0.005149515661109324,0.008960038325408693,0.04616609332746908,0.0033950400532568314,191,203,0.6280193236714976,False,False,0.8985507246376812,False,True,0.8985507246376812,False,True,0.8985507246376812,False,True,0.5410628019323671,False,False,0.7028985507246377,False,False
Austin,120,0.007483883586111282,0.006502049716514493,0.04389321300454518,0.003227893145723406,205,205,0.8743961352657005,False,True,0.748792270531401,False,False,0.748792270531401,False,False,0.748792270531401,False,False,0.9106280193236715,True,True,0.8140096618357487,False,True
Austin,179,0.004241938294178531,0.0092737454335387,0.04645618031811199,0.0034163729597511184,197,206,0.4782608695652174,False,False,0.9227053140096618,True,True,0.9227053140096618,True,True,0.9227053140096618,True,True,0.7004830917874396,False,False,0.9347826086956522,True,True
Austin,187,0.0030165933651990187,0.010467812920368401,0.047560346836304,0.0034975730198934505,164,206,0.2608695652173913,False,False,0.9516908212560387,True,True,0.9516908212560387,True,True,0.9516908212560387,True,True,0.13043478260869565,False,False,0.9347826086956522,True,True
Austin,4,0.008472409652140255,0.004989606437612742,0.04249466722306063,0.00312504452669962,202,201,0.9130434782608695,True,True,0.6086956521739131,False,False,0.6086956521739131,False,False,0.6086956521739131,False,False,0.8140096618357487,False,True,0.6256038647342995,False,False
Austin,103,0.0067216693433066015,0.006592367777068327,0.043976723863743454,0.003234034508169843,207,204,0.8067632850241546,False,True,0.7681159420289855,False,True,0.7681159420289855,False,True,0.7681159420289855,False,True,0.9879227053140096,True,True,0.7391304347826086,False,False
Austin,25,0.006883767416294529,0.006178189721628566,0.0435937365704267,0.003205869742494833,204,201,0.8260869565217391,False,True,0.7294685990338164,False,False,0.7294685990338164,False,False,0.7294685990338164,False,False,0.8816425120772947,False,True,0.6256038647342995,False,False
