parameter_scenario,parameter_description,city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
slow_response_2h,each intervention is delayed by two additional hours,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2008,101,101,27.24777287,3.878082723,1.37744693,0.355187609,0.05055264283,0.1423265946,89,0.8811881188,25,0.2475247525,0,0,0,95,0.9405940594
slow_response_2h,each intervention is delayed by two additional hours,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2008,101,101,27.24777287,3.878082723,3.878082723,1,0.1423265946,0.1423265946,0,0,0,0,101,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,5.424731148,0.730935892,0.4710561998,0.6444562443,0.08683493927,0.1347414041,22,0.3666666667,16,0.2666666667,19,0.3166666667,0.3166666667,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,5.424731148,0.730935892,0.5232083868,0.7158061227,0.09644872207,0.1347414041,16,0.2666666667,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,5.424731148,0.730935892,0.3077456218,0.4210295665,0.05673011498,0.1347414041,47,0.7833333333,24,0.4,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,5.424731148,0.730935892,0.730935892,1,0.1347414041,0.1347414041,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,7.939509081,1.077054299,0.714396431,0.6632872938,0.08997992492,0.1356575435,20,0.3333333333,16,0.2666666667,21,0.35,0.35,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,7.939509081,1.077054299,0.7791032113,0.7233648408,0.09812989736,0.1356575435,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,7.939509081,1.077054299,0.4511469877,0.418871164,0.05682303315,0.1356575435,47,0.7833333333,24,0.4,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,7.939509081,1.077054299,1.077054299,1,0.1356575435,0.1356575435,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,6.023390954,0.8087326967,0.5250291289,0.6491998296,0.08716504256,0.1342653503,21,0.35,16,0.2666666667,20,0.3333333333,0.3333333333,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,6.023390954,0.8087326967,0.5774373453,0.7140027201,0.09586582536,0.1342653503,16,0.2666666667,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,6.023390954,0.8087326967,0.3512385905,0.4343073947,0.0583124345,0.1342653503,47,0.7833333333,22,0.3666666667,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,6.023390954,0.8087326967,0.8087326967,1,0.1342653503,0.1342653503,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,7.904058748,1.060787232,0.7036066924,0.6632872938,0.08901840368,0.1342079134,20,0.3333333333,16,0.2666666667,21,0.35,0.35,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,7.904058748,1.060787232,0.7673361872,0.7233648408,0.0970812859,0.1342079134,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,7.904058748,1.060787232,0.4714575978,0.4444412448,0.05964753209,0.1342079134,47,0.7833333333,22,0.3666666667,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,7.904058748,1.060787232,1.060787232,1,0.1342079134,0.1342079134,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,5.360180686,0.7297053918,0.4693174284,0.6431601489,0.08755627019,0.1361344765,21,0.35,17,0.2833333333,20,0.3333333333,0.3333333333,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,5.360180686,0.7297053918,0.5166044471,0.7079630394,0.09637817777,0.1361344765,16,0.2666666667,15,0.25,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,5.360180686,0.7297053918,0.3228299794,0.4424113937,0.06022744349,0.1361344765,47,0.7833333333,22,0.3666666667,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,5.360180686,0.7297053918,0.7297053918,1,0.1361344765,0.1361344765,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,60,2019-04-24 11:00:00,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.02847306046,0.04658294453,9.362357852,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,5.333174088,0.7153560622,0.4744865866,0.6632872938,0.08896889147,0.1341332667,20,0.3333333333,16,0.2666666667,21,0.35,0.35,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,60,2019-04-24 11:00:00,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.02847306046,0.04658294453,9.362357852,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,5.333174088,0.7153560622,0.517463424,0.7233648408,0.0970272891,0.1341332667,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,60,2019-04-24 11:00:00,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.02847306046,0.04658294453,9.362357852,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,5.333174088,0.7153560622,0.3076299433,0.430037515,0.05768233668,0.1341332667,47,0.7833333333,23,0.3833333333,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,60,2019-04-24 11:00:00,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.02847306046,0.04658294453,9.362357852,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,5.333174088,0.7153560622,0.7153560622,1,0.1341332667,0.1341332667,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,61,2019-04-24 15:00:00,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02964661644,0.03741463952,7.748493206,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,4.914688464,0.6626253446,0.4327697147,0.6531137365,0.08805638809,0.1348255031,21,0.35,16,0.2666666667,20,0.3333333333,0.3333333333,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,61,2019-04-24 15:00:00,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02964661644,0.03741463952,7.748493206,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,4.914688464,0.6626253446,0.479319877,0.7233648408,0.09752802858,0.1348255031,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,61,2019-04-24 15:00:00,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02964661644,0.03741463952,7.748493206,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,4.914688464,0.6626253446,0.2746583158,0.4145001667,0.0558851935,0.1348255031,47,0.7833333333,24,0.4,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,61,2019-04-24 15:00:00,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02964661644,0.03741463952,7.748493206,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,4.914688464,0.6626253446,0.6626253446,1,0.1348255031,0.1348255031,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,62,2019-04-28 01:00:00,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.003482763575,0.02109942488,11.54706478,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,19.91490429,2.693850734,1.786796963,0.6632872938,0.0897215943,0.1352680733,20,0.3333333333,16,0.2666666667,21,0.35,0.35,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,62,2019-04-28 01:00:00,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.003482763575,0.02109942488,11.54706478,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,19.91490429,2.693850734,1.948636908,0.7233648408,0.09784816833,0.1352680733,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,62,2019-04-28 01:00:00,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.003482763575,0.02109942488,11.54706478,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,19.91490429,2.693850734,1.143224749,0.4243831089,0.05740548549,0.1352680733,47,0.7833333333,24,0.4,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,62,2019-04-28 01:00:00,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.003482763575,0.02109942488,11.54706478,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,19.91490429,2.693850734,2.693850734,1,0.1352680733,0.1352680733,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,63,2019-04-28 09:00:00,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.01536485512,0.02491373591,9.570205339,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,10.01442257,1.362603359,0.8870874497,0.6510239709,0.08858098845,0.1360640966,21,0.35,16,0.2666666667,20,0.3333333333,0.3333333333,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,63,2019-04-28 09:00:00,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.01536485512,0.02491373591,9.570205339,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,10.01442257,1.362603359,0.9856593621,0.7233648408,0.09842398356,0.1360640966,15,0.25,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,63,2019-04-28 09:00:00,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.01536485512,0.02491373591,9.570205339,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,10.01442257,1.362603359,0.5962230941,0.4375617381,0.05953644258,0.1360640966,47,0.7833333333,23,0.3833333333,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,63,2019-04-28 09:00:00,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.01536485512,0.02491373591,9.570205339,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,10.01442257,1.362603359,1.362603359,1,0.1360640966,0.1360640966,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Dallas,64,2019-04-30 18:00:00,0.6216910488,0.05486721131,0.05493827201,0.005905515,0.05493827201,2.466763813e-05,7.095809231,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,5.500391811,0.7403796068,0.4910843858,0.6632872938,0.08928170987,0.1346048849,20,0.3333333333,16,0.2666666667,21,0.35,0.35,11,0.1833333333
slow_response_2h,each intervention is delayed by two additional hours,Dallas,64,2019-04-30 18:00:00,0.6216910488,0.05486721131,0.05493827201,0.005905515,0.05493827201,2.466763813e-05,7.095809231,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,5.500391811,0.7403796068,0.5308158298,0.7169509059,0.0965050942,0.1346048849,16,0.2666666667,14,0.2333333333,33,0.55,0.55,3,0.05
slow_response_2h,each intervention is delayed by two additional hours,Dallas,64,2019-04-30 18:00:00,0.6216910488,0.05486721131,0.05493827201,0.005905515,0.05493827201,2.466763813e-05,7.095809231,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,5.500391811,0.7403796068,0.3265408852,0.4410452182,0.05936684084,0.1346048849,47,0.7833333333,22,0.3666666667,6,0.1,0.1,54,0.9
slow_response_2h,each intervention is delayed by two additional hours,Dallas,64,2019-04-30 18:00:00,0.6216910488,0.05486721131,0.05493827201,0.005905515,0.05493827201,2.466763813e-05,7.095809231,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,5.500391811,0.7403796068,0.7403796068,1,0.1346048849,0.1346048849,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,52,2019-04-04 01:00:00,0.08955559994,0.1091826237,0.01393183624,0.58267748,0.001628099559,0.01581798446,16.80491973,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,39.09058284,6.222567822,4.143688091,0.665912885,0.1060022079,0.1591832961,18,0.3,14,0.2333333333,30,0.5,0.5,9,0.15
slow_response_2h,each intervention is delayed by two additional hours,Houston,52,2019-04-04 01:00:00,0.08955559994,0.1091826237,0.01393183624,0.58267748,0.001628099559,0.01581798446,16.80491973,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,39.09058284,6.222567822,4.633824562,0.744680443,0.1185406874,0.1591832961,15,0.25,14,0.2333333333,31,0.5166666667,0.5166666667,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,52,2019-04-04 01:00:00,0.08955559994,0.1091826237,0.01393183624,0.58267748,0.001628099559,0.01581798446,16.80491973,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,39.09058284,6.222567822,2.152679205,0.3459470859,0.0550689974,0.1591832961,54,0.9,19,0.3166666667,0,0,0,49,0.8166666667
slow_response_2h,each intervention is delayed by two additional hours,Houston,52,2019-04-04 01:00:00,0.08955559994,0.1091826237,0.01393183624,0.58267748,0.001628099559,0.01581798446,16.80491973,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,39.09058284,6.222567822,6.222567822,1,0.1591832961,0.1591832961,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,60,2019-04-18 05:00:00,0.457149008,0.09387180327,0.0527549075,0.86220519,0.02254912587,0.04982685417,13.65739613,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,7.740326102,1.219002524,0.8095854785,0.6641376557,0.1045932003,0.1574872309,18,0.3,14,0.2333333333,30,0.5,0.5,9,0.15
slow_response_2h,each intervention is delayed by two additional hours,Houston,60,2019-04-18 05:00:00,0.457149008,0.09387180327,0.0527549075,0.86220519,0.02254912587,0.04982685417,13.65739613,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,7.740326102,1.219002524,0.9149935131,0.7506083828,0.1182112357,0.1574872309,15,0.25,13,0.2166666667,31,0.5166666667,0.5166666667,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,60,2019-04-18 05:00:00,0.457149008,0.09387180327,0.0527549075,0.86220519,0.02254912587,0.04982685417,13.65739613,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,7.740326102,1.219002524,0.4119727797,0.3379589227,0.05322421488,0.1574872309,54,0.9,17,0.2833333333,0,0,0,49,0.8166666667
slow_response_2h,each intervention is delayed by two additional hours,Houston,60,2019-04-18 05:00:00,0.457149008,0.09387180327,0.0527549075,0.86220519,0.02254912587,0.04982685417,13.65739613,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,7.740326102,1.219002524,1.219002524,1,0.1574872309,0.1574872309,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,61,2019-04-24 21:00:00,0.3590268447,0.1188566112,0.03057047768,0.01181103,0.03001035936,0.04476412771,17.96626291,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,9.899979331,1.552156344,1.037852579,0.6686520875,0.1048338127,0.1567837964,17,0.2833333333,14,0.2333333333,30,0.5,0.5,9,0.15
slow_response_2h,each intervention is delayed by two additional hours,Houston,61,2019-04-24 21:00:00,0.3590268447,0.1188566112,0.03057047768,0.01181103,0.03001035936,0.04476412771,17.96626291,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,9.899979331,1.552156344,1.155860474,0.744680443,0.1167538269,0.1567837964,15,0.25,14,0.2333333333,31,0.5166666667,0.5166666667,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,61,2019-04-24 21:00:00,0.3590268447,0.1188566112,0.03057047768,0.01181103,0.03001035936,0.04476412771,17.96626291,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,9.899979331,1.552156344,0.5508658693,0.354903597,0.05564313328,0.1567837964,54,0.9,18,0.3,0,0,0,49,0.8166666667
slow_response_2h,each intervention is delayed by two additional hours,Houston,61,2019-04-24 21:00:00,0.3590268447,0.1188566112,0.03057047768,0.01181103,0.03001035936,0.04476412771,17.96626291,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,9.899979331,1.552156344,1.552156344,1,0.1567837964,0.1567837964,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,62,2019-04-30 03:00:00,0.4064162998,0.1178913158,0.03738240115,0.01181103,0.01541931615,0.06582535729,17.24467485,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,8.754859683,1.371169893,0.902517346,0.6582097159,0.1030875855,0.1566181462,18,0.3,15,0.25,30,0.5,0.5,9,0.15
slow_response_2h,each intervention is delayed by two additional hours,Houston,62,2019-04-30 03:00:00,0.4064162998,0.1178913158,0.03738240115,0.01181103,0.01541931615,0.06582535729,17.24467485,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,8.754859683,1.371169893,1.021083404,0.744680443,0.1166304705,0.1566181462,15,0.25,14,0.2333333333,31,0.5166666667,0.5166666667,0,0
slow_response_2h,each intervention is delayed by two additional hours,Houston,62,2019-04-30 03:00:00,0.4064162998,0.1178913158,0.03738240115,0.01181103,0.01541931615,0.06582535729,17.24467485,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,8.754859683,1.371169893,0.4791188885,0.3494234309,0.05472604997,0.1566181462,54,0.9,15,0.25,0,0,0,49,0.8166666667
slow_response_2h,each intervention is delayed by two additional hours,Houston,62,2019-04-30 03:00:00,0.4064162998,0.1178913158,0.03738240115,0.01181103,0.01541931615,0.06582535729,17.24467485,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,8.754859683,1.371169893,1.371169893,1,0.1566181462,0.1566181462,0,0,0,0,60,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,98,2019-06-02 18:00:00,0.01550511148,0.2564749584,0.01284042645,0.12598432,0,0.008420679196,231.9306763,deficit_only,Highest remaining deficit,large local/access remaining loss only,2833,142,142,165.4612539,19.2534127,14.2138138,0.7382490583,0.08590418276,0.1163620621,41,0.2887323944,18,0.1267605634,68,0.4788732394,0.4788732394,37,0.2605633803
slow_response_2h,each intervention is delayed by two additional hours,New York,98,2019-06-02 18:00:00,0.01550511148,0.2564749584,0.01284042645,0.12598432,0,0.008420679196,231.9306763,exposure_only,Highest OD exposure,large demand exposure only,2833,142,142,165.4612539,19.2534127,15.92557855,0.8271561406,0.09624959419,0.1163620621,29,0.2042253521,14,0.0985915493,87,0.6126760563,0.6126760563,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,98,2019-06-02 18:00:00,0.01550511148,0.2564749584,0.01284042645,0.12598432,0,0.008420679196,231.9306763,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2833,142,142,165.4612539,19.2534127,9.228822284,0.4793343614,0.05577633473,0.1163620621,107,0.7535211268,3,0.02112676056,5,0.03521126761,0.03521126761,122,0.8591549296
slow_response_2h,each intervention is delayed by two additional hours,New York,98,2019-06-02 18:00:00,0.01550511148,0.2564749584,0.01284042645,0.12598432,0,0.008420679196,231.9306763,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2833,142,142,165.4612539,19.2534127,19.2534127,1,0.1163620621,0.1163620621,0,0,0,0,142,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,99,2019-06-02 22:00:00,0.07896785276,0.1476755773,0.01581179532,0.37401595,0,0.01974422617,106.7765177,deficit_only,Highest remaining deficit,large local/access remaining loss only,3324,167,167,46.64431452,5.452882415,4.353999202,0.798476635,0.09334469264,0.1169034741,45,0.2694610778,18,0.1077844311,90,0.5389221557,0.5389221557,35,0.2095808383
slow_response_2h,each intervention is delayed by two additional hours,New York,99,2019-06-02 22:00:00,0.07896785276,0.1476755773,0.01581179532,0.37401595,0,0.01974422617,106.7765177,exposure_only,Highest OD exposure,large demand exposure only,3324,167,167,46.64431452,5.452882415,4.575093237,0.8390229037,0.09808469231,0.1169034741,35,0.2095808383,14,0.08383233533,101,0.6047904192,0.6047904192,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,99,2019-06-02 22:00:00,0.07896785276,0.1476755773,0.01581179532,0.37401595,0,0.01974422617,106.7765177,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,3324,167,167,46.64431452,5.452882415,2.432983092,0.4461829371,0.05216033545,0.1169034741,128,0.7664670659,21,0.125748503,3,0.01796407186,0.01796407186,145,0.8682634731
slow_response_2h,each intervention is delayed by two additional hours,New York,99,2019-06-02 22:00:00,0.07896785276,0.1476755773,0.01581179532,0.37401595,0,0.01974422617,106.7765177,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,3324,167,167,46.64431452,5.452882415,5.452882415,1,0.1169034741,0.1169034741,0,0,0,0,167,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,100,2019-06-05 21:00:00,0.06728818434,0.169567208,0.01875161061,0.01049869333,0,0.0220666831,140.0503549,deficit_only,Highest remaining deficit,large local/access remaining loss only,3667,184,184,57.98827236,6.754304011,5.170001449,0.7654380735,0.08915598343,0.1164770692,57,0.3097826087,21,0.1141304348,94,0.5108695652,0.5108695652,41,0.222826087
slow_response_2h,each intervention is delayed by two additional hours,New York,100,2019-06-05 21:00:00,0.06728818434,0.169567208,0.01875161061,0.01049869333,0,0.0220666831,140.0503549,exposure_only,Highest OD exposure,large demand exposure only,3667,184,184,57.98827236,6.754304011,5.64211661,0.8353364909,0.09729754623,0.1164770692,40,0.2173913043,16,0.08695652174,114,0.6195652174,0.6195652174,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,100,2019-06-05 21:00:00,0.06728818434,0.169567208,0.01875161061,0.01049869333,0,0.0220666831,140.0503549,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,3667,184,184,57.98827236,6.754304011,2.997099514,0.4437318056,0.05168458021,0.1164770692,145,0.7880434783,10,0.05434782609,5,0.02717391304,0.02717391304,160,0.8695652174
slow_response_2h,each intervention is delayed by two additional hours,New York,100,2019-06-05 21:00:00,0.06728818434,0.169567208,0.01875161061,0.01049869333,0,0.0220666831,140.0503549,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,3667,184,184,57.98827236,6.754304011,6.754304011,1,0.1164770692,0.1164770692,0,0,0,0,184,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,101,2019-06-06 02:00:00,0.1381608698,0.1280051421,0.01875161061,0.1036745967,0.001376742693,0.02068994041,68.20841608,deficit_only,Highest remaining deficit,large local/access remaining loss only,2057,103,103,15.25176011,2.127046283,1.590860151,0.7479198565,0.1043066597,0.1394623485,25,0.2427184466,24,0.2330097087,62,0.6019417476,0.6019417476,9,0.08737864078
