parameter_scenario,parameter_description,city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
slow_response_2h,each intervention is delayed by two additional hours,New York,101,2019-06-06 02:00:00,0.1381608698,0.1280051421,0.01875161061,0.1036745967,0.001376742693,0.02068994041,68.20841608,exposure_only,Highest OD exposure,large demand exposure only,2057,103,103,15.25176011,2.127046283,1.522236436,0.7156574111,0.09980726325,0.1394623485,25,0.2427184466,24,0.2330097087,46,0.4466019417,0.4466019417,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,101,2019-06-06 02:00:00,0.1381608698,0.1280051421,0.01875161061,0.1036745967,0.001376742693,0.02068994041,68.20841608,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2057,103,103,15.25176011,2.127046283,0.8231977305,0.3870144891,0.05397394953,0.1394623485,82,0.7961165049,33,0.3203883495,0,0,0,86,0.8349514563
slow_response_2h,each intervention is delayed by two additional hours,New York,101,2019-06-06 02:00:00,0.1381608698,0.1280051421,0.01875161061,0.1036745967,0.001376742693,0.02068994041,68.20841608,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2057,103,103,15.25176011,2.127046283,2.127046283,1,0.1394623485,0.1394623485,0,0,0,0,103,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,102,2019-06-10 12:00:00,0.3089764556,0.1118956433,0.0432816613,0.6207352433,0.008406488568,0.03400263216,58.61649507,deficit_only,Highest remaining deficit,large local/access remaining loss only,1960,98,98,6.471843626,0.9124754328,0.6654132604,0.7292396447,0.1028166468,0.140991576,25,0.2551020408,25,0.2551020408,58,0.5918367347,0.5918367347,8,0.08163265306
slow_response_2h,each intervention is delayed by two additional hours,New York,102,2019-06-10 12:00:00,0.3089764556,0.1118956433,0.0432816613,0.6207352433,0.008406488568,0.03400263216,58.61649507,exposure_only,Highest OD exposure,large demand exposure only,1960,98,98,6.471843626,0.9124754328,0.6490773828,0.7113368311,0.1002925009,0.140991576,24,0.2448979592,22,0.2244897959,42,0.4285714286,0.4285714286,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,102,2019-06-10 12:00:00,0.3089764556,0.1118956433,0.0432816613,0.6207352433,0.008406488568,0.03400263216,58.61649507,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1960,98,98,6.471843626,0.9124754328,0.3566851467,0.3908983561,0.0551133753,0.140991576,78,0.7959183673,31,0.3163265306,0,0,0,81,0.8265306122
slow_response_2h,each intervention is delayed by two additional hours,New York,102,2019-06-10 12:00:00,0.3089764556,0.1118956433,0.0432816613,0.6207352433,0.008406488568,0.03400263216,58.61649507,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1960,98,98,6.471843626,0.9124754328,0.9124754328,1,0.140991576,0.140991576,0,0,0,0,98,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,103,2019-06-11 01:00:00,0.3539791125,0.1360233972,0.0432816613,0.00393701,0.007220655745,0.05271327785,72.30712794,deficit_only,Highest remaining deficit,large local/access remaining loss only,2050,103,103,5.916305881,0.8302031231,0.6095826398,0.7342572232,0.1030343346,0.1403245775,29,0.2815533981,24,0.2330097087,59,0.572815534,0.572815534,9,0.08737864078
slow_response_2h,each intervention is delayed by two additional hours,New York,103,2019-06-11 01:00:00,0.3539791125,0.1360233972,0.0432816613,0.00393701,0.007220655745,0.05271327785,72.30712794,exposure_only,Highest OD exposure,large demand exposure only,2050,103,103,5.916305881,0.8302031231,0.5881489596,0.7084398303,0.09941151986,0.1403245775,27,0.2621359223,23,0.2233009709,44,0.427184466,0.427184466,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,103,2019-06-11 01:00:00,0.3539791125,0.1360233972,0.0432816613,0.00393701,0.007220655745,0.05271327785,72.30712794,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2050,103,103,5.916305881,0.8302031231,0.326273479,0.3930043985,0.05514817617,0.1403245775,82,0.7961165049,32,0.3106796117,0,0,0,86,0.8349514563
slow_response_2h,each intervention is delayed by two additional hours,New York,103,2019-06-11 01:00:00,0.3539791125,0.1360233972,0.0432816613,0.00393701,0.007220655745,0.05271327785,72.30712794,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2050,103,103,5.916305881,0.8302031231,0.8302031231,1,0.1403245775,0.1403245775,0,0,0,0,103,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,104,2019-06-11 05:00:00,0.514244662,0.1487545945,0.04681591781,0.3412075333,0.01699253884,0.08067662727,81.10986018,deficit_only,Highest remaining deficit,large local/access remaining loss only,2311,116,116,4.55430355,0.631067763,0.4709741999,0.7463131972,0.1034130015,0.1385651518,33,0.2844827586,26,0.224137931,66,0.5689655172,0.5689655172,15,0.1293103448
slow_response_2h,each intervention is delayed by two additional hours,New York,104,2019-06-11 05:00:00,0.514244662,0.1487545945,0.04681591781,0.3412075333,0.01699253884,0.08067662727,81.10986018,exposure_only,Highest OD exposure,large demand exposure only,2311,116,116,4.55430355,0.631067763,0.4667279395,0.7395845056,0.1024806393,0.1385651518,29,0.25,24,0.2068965517,59,0.5086206897,0.5086206897,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,104,2019-06-11 05:00:00,0.514244662,0.1487545945,0.04681591781,0.3412075333,0.01699253884,0.08067662727,81.10986018,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2311,116,116,4.55430355,0.631067763,0.2546243131,0.4034817306,0.05590850727,0.1385651518,83,0.7155172414,37,0.3189655172,0,0,0,97,0.8362068966
slow_response_2h,each intervention is delayed by two additional hours,New York,104,2019-06-11 05:00:00,0.514244662,0.1487545945,0.04681591781,0.3412075333,0.01699253884,0.08067662727,81.10986018,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2311,116,116,4.55430355,0.631067763,0.631067763,1,0.1385651518,0.1385651518,0,0,0,0,116,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,105,2019-06-13 08:00:00,0.2561590109,0.09878326619,0.03122607429,0.4317587633,0.03122607429,0,52.05874764,deficit_only,Highest remaining deficit,large local/access remaining loss only,2026,102,102,8.15183719,1.137946468,0.8467284071,0.744084569,0.1038696416,0.1395938659,25,0.2450980392,25,0.2450980392,62,0.6078431373,0.6078431373,8,0.07843137255
slow_response_2h,each intervention is delayed by two additional hours,New York,105,2019-06-13 08:00:00,0.2561590109,0.09878326619,0.03122607429,0.4317587633,0.03122607429,0,52.05874764,exposure_only,Highest OD exposure,large demand exposure only,2026,102,102,8.15183719,1.137946468,0.7956522243,0.6992000474,0.09760403768,0.1395938659,26,0.2549019608,25,0.2450980392,43,0.4215686275,0.4215686275,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,105,2019-06-13 08:00:00,0.2561590109,0.09878326619,0.03122607429,0.4317587633,0.03122607429,0,52.05874764,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2026,102,102,8.15183719,1.137946468,0.452772371,0.3978854751,0.05554237167,0.1395938659,80,0.7843137255,32,0.3137254902,0,0,0,85,0.8333333333
slow_response_2h,each intervention is delayed by two additional hours,New York,105,2019-06-13 08:00:00,0.2561590109,0.09878326619,0.03122607429,0.4317587633,0.03122607429,0,52.05874764,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2026,102,102,8.15183719,1.137946468,1.137946468,1,0.1395938659,0.1395938659,0,0,0,0,102,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,106,2019-06-13 22:00:00,0.0931906285,0.1475271351,0.01413909782,0.1994751733,0.004661100881,0.01550005201,92.39087658,deficit_only,Highest remaining deficit,large local/access remaining loss only,3249,163,163,32.67806012,4.625800507,3.42121227,0.7395935611,0.1046944726,0.1415567659,52,0.3190184049,34,0.2085889571,89,0.5460122699,0.5460122699,30,0.1840490798
slow_response_2h,each intervention is delayed by two additional hours,New York,106,2019-06-13 22:00:00,0.0931906285,0.1475271351,0.01413909782,0.1994751733,0.004661100881,0.01550005201,92.39087658,exposure_only,Highest OD exposure,large demand exposure only,3249,163,163,32.67806012,4.625800507,3.45842759,0.7476387242,0.1058333199,0.1415567659,47,0.2883435583,32,0.1963190184,90,0.5521472393,0.5521472393,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,106,2019-06-13 22:00:00,0.0931906285,0.1475271351,0.01413909782,0.1994751733,0.004661100881,0.01550005201,92.39087658,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,3249,163,163,32.67806012,4.625800507,1.636566282,0.3537909341,0.05008150045,0.1415567659,125,0.7668711656,60,0.3680981595,2,0.01226993865,0.01226993865,141,0.8650306748
slow_response_2h,each intervention is delayed by two additional hours,New York,106,2019-06-13 22:00:00,0.0931906285,0.1475271351,0.01413909782,0.1994751733,0.004661100881,0.01550005201,92.39087658,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,3249,163,163,32.67806012,4.625800507,4.625800507,1,0.1415567659,0.1415567659,0,0,0,0,163,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,107,2019-06-16 03:00:00,0.3743013216,0.1341549552,0.02734209638,0.03412075333,0.02723607744,0.03567617828,71.7794063,deficit_only,Highest remaining deficit,large local/access remaining loss only,2148,108,108,5.856082511,0.8168533591,0.6050972555,0.7407660737,0.1033279935,0.1394880208,30,0.2777777778,25,0.2314814815,62,0.5740740741,0.5740740741,11,0.1018518519
slow_response_2h,each intervention is delayed by two additional hours,New York,107,2019-06-16 03:00:00,0.3743013216,0.1341549552,0.02734209638,0.03412075333,0.02723607744,0.03567617828,71.7794063,exposure_only,Highest OD exposure,large demand exposure only,2148,108,108,5.856082511,0.8168533591,0.5899376446,0.7222075273,0.1007392986,0.1394880208,28,0.2592592593,24,0.2222222222,50,0.462962963,0.462962963,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,107,2019-06-16 03:00:00,0.3743013216,0.1341549552,0.02734209638,0.03412075333,0.02723607744,0.03567617828,71.7794063,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2148,108,108,5.856082511,0.8168533591,0.3209709034,0.3929357698,0.05480983282,0.1394880208,84,0.7777777778,34,0.3148148148,0,0,0,90,0.8333333333
slow_response_2h,each intervention is delayed by two additional hours,New York,107,2019-06-16 03:00:00,0.3743013216,0.1341549552,0.02734209638,0.03412075333,0.02723607744,0.03567617828,71.7794063,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2148,108,108,5.856082511,0.8168533591,0.8168533591,1,0.1394880208,0.1394880208,0,0,0,0,108,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,108,2019-06-16 19:00:00,0.2806178036,0.1540652389,0.02595726488,0.03018374333,0.01771547057,0.03780313345,84.49077264,deficit_only,Highest remaining deficit,large local/access remaining loss only,2346,118,118,8.408354189,1.173038333,0.8711711124,0.7426621007,0.103607804,0.1395086727,35,0.2966101695,26,0.2203389831,67,0.5677966102,0.5677966102,16,0.1355932203
slow_response_2h,each intervention is delayed by two additional hours,New York,108,2019-06-16 19:00:00,0.2806178036,0.1540652389,0.02595726488,0.03018374333,0.01771547057,0.03780313345,84.49077264,exposure_only,Highest OD exposure,large demand exposure only,2346,118,118,8.408354189,1.173038333,0.8604096871,0.7334881249,0.1023279548,0.1395086727,31,0.2627118644,25,0.2118644068,61,0.5169491525,0.5169491525,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,108,2019-06-16 19:00:00,0.2806178036,0.1540652389,0.02595726488,0.03018374333,0.01771547057,0.03780313345,84.49077264,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2346,118,118,8.408354189,1.173038333,0.4703909435,0.4010021926,0.05594328366,0.1395086727,84,0.7118644068,37,0.313559322,0,0,0,99,0.8389830508
slow_response_2h,each intervention is delayed by two additional hours,New York,108,2019-06-16 19:00:00,0.2806178036,0.1540652389,0.02595726488,0.03018374333,0.01771547057,0.03780313345,84.49077264,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2346,118,118,8.408354189,1.173038333,1.173038333,1,0.1395086727,0.1395086727,0,0,0,0,118,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,109,2019-06-18 07:00:00,0.7345846597,0.1478550483,0.06813897394,0.1036745967,0.04236775402,0.09393072981,79.23829741,deficit_only,Highest remaining deficit,large local/access remaining loss only,2181,110,110,3.017839079,0.4226623451,0.3181275127,0.7526753127,0.1054156648,0.1400546331,29,0.2636363636,24,0.2181818182,64,0.5818181818,0.5818181818,12,0.1090909091
slow_response_2h,each intervention is delayed by two additional hours,New York,109,2019-06-18 07:00:00,0.7345846597,0.1478550483,0.06813897394,0.1036745967,0.04236775402,0.09393072981,79.23829741,exposure_only,Highest OD exposure,large demand exposure only,2181,110,110,3.017839079,0.4226623451,0.3083451425,0.7295306669,0.1021741499,0.1400546331,28,0.2545454545,24,0.2181818182,53,0.4818181818,0.4818181818,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,109,2019-06-18 07:00:00,0.7345846597,0.1478550483,0.06813897394,0.1036745967,0.04236775402,0.09393072981,79.23829741,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2181,110,110,3.017839079,0.4226623451,0.1657871825,0.3922449786,0.05493572658,0.1400546331,85,0.7727272727,34,0.3090909091,0,0,0,92,0.8363636364
slow_response_2h,each intervention is delayed by two additional hours,New York,109,2019-06-18 07:00:00,0.7345846597,0.1478550483,0.06813897394,0.1036745967,0.04236775402,0.09393072981,79.23829741,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2181,110,110,3.017839079,0.4226623451,0.4226623451,1,0.1400546331,0.1400546331,0,0,0,0,110,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,110,2019-06-18 13:00:00,0.672594944,0.114527596,0.06813897394,0.80708705,0.03291361911,0.06142530387,59.89951152,deficit_only,Highest remaining deficit,large local/access remaining loss only,1947,98,98,2.983984164,0.4191726798,0.3100599073,0.7396949331,0.1039080271,0.1404741636,24,0.2448979592,24,0.2448979592,59,0.6020408163,0.6020408163,8,0.08163265306
slow_response_2h,each intervention is delayed by two additional hours,New York,110,2019-06-18 13:00:00,0.672594944,0.114527596,0.06813897394,0.80708705,0.03291361911,0.06142530387,59.89951152,exposure_only,Highest OD exposure,large demand exposure only,1947,98,98,2.983984164,0.4191726798,0.2981729657,0.7113368311,0.09992444642,0.1404741636,24,0.2448979592,22,0.2244897959,42,0.4285714286,0.4285714286,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,110,2019-06-18 13:00:00,0.672594944,0.114527596,0.06813897394,0.80708705,0.03291361911,0.06142530387,59.89951152,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1947,98,98,2.983984164,0.4191726798,0.1624705533,0.3875981454,0.0544475253,0.1404741636,77,0.7857142857,31,0.3163265306,0,0,0,81,0.8265306122
slow_response_2h,each intervention is delayed by two additional hours,New York,110,2019-06-18 13:00:00,0.672594944,0.114527596,0.06813897394,0.80708705,0.03291361911,0.06142530387,59.89951152,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1947,98,98,2.983984164,0.4191726798,0.4191726798,1,0.1404741636,0.1404741636,0,0,0,0,98,1,1,0,0
slow_response_2h,each intervention is delayed by two additional hours,New York,111,2019-06-18 23:00:00,0.2995702587,0.1167509254,0.007086730324,0.00787402,0.03337742312,0.01017028286,62.08012072,deficit_only,Highest remaining deficit,large local/access remaining loss only,2098,105,105,7.141467359,0.9968554799,0.7559388432,0.7583234064,0.1058520336,0.1395869266,24,0.2285714286,24,0.2285714286,64,0.6095238095,0.6095238095,10,0.09523809524
