city,hour,mean_deficit,p90_deficit,observation_count
Houston,2019-04-07 17:00:00,0.024026342333972602,0.06763397301917663,62826
Houston,2019-04-07 18:00:00,0.022500647799128255,0.059013381220828054,62826
Houston,2019-04-07 19:00:00,0.016718667955974285,0.01762019992510019,10819
Houston,2019-04-07 20:00:00,0.018356785293625104,0.03890956049600124,41938
Houston,2019-04-07 21:00:00,0.016916055111516046,0.035774383748296744,62797
Houston,2019-04-07 22:00:00,0.011457241763147713,0.00596057756527017,62796
Houston,2019-04-07 23:00:00,0.00841730519927473,0.0,62796
Houston,2019-04-08 00:00:00,0.006858866980846986,0.0,62796
Houston,2019-04-08 01:00:00,0.005727159453453212,0.0,62796
Houston,2019-04-08 02:00:00,0.004530944470773359,0.0,62796
Houston,2019-04-08 03:00:00,0.005609386973355073,0.0,62796
Houston,2019-04-08 04:00:00,0.006382347818868666,0.0,62796
Houston,2019-04-08 05:00:00,0.013915682996985501,0.016975555575573457,62802
Houston,2019-04-08 06:00:00,0.025477836816025383,0.05268947576281248,62802
Houston,2019-04-08 07:00:00,0.04630405472068345,0.14424366279085737,62802
Houston,2019-04-08 08:00:00,0.05711160164990947,0.2179607575757576,62826
Houston,2019-04-08 09:00:00,0.04391658076089813,0.13318606733921642,62826
Houston,2019-04-08 10:00:00,0.03882273474833874,0.10982172441851236,62826
Houston,2019-04-08 11:00:00,0.03768832944819808,0.12280742521367521,62826
Houston,2019-04-08 12:00:00,0.03873944463923863,0.11390315294516631,62826
Houston,2019-04-08 13:00:00,0.03840090316000775,0.11244771491746498,62826
Houston,2019-04-08 14:00:00,0.03632420727489967,0.10402442526638453,62826
Houston,2019-04-08 15:00:00,0.03948143249091714,0.12609031182433195,62826
Houston,2019-04-08 16:00:00,0.0464766744312464,0.15383858159384478,62826
Houston,2019-04-08 17:00:00,0.04849852384265184,0.16302574928554422,62826
Houston,2019-04-08 18:00:00,0.03911171333249341,0.11414543071130359,62826
Houston,2019-04-08 19:00:00,0.024338409885396338,0.05038364614504491,62826
Houston,2019-04-08 20:00:00,0.02184882293203024,0.04497518057600296,62817
Houston,2019-04-08 21:00:00,0.02046643524733575,0.041330831806601596,62809
Houston,2019-04-08 22:00:00,0.014633117634322033,0.009164262820512817,62802
Houston,2019-04-08 23:00:00,0.010252833973636967,0.0,62802
Houston,2019-04-09 00:00:00,0.007691918122461583,0.0,62802
Houston,2019-04-09 01:00:00,0.0068413044456804364,0.0,62802
Houston,2019-04-09 02:00:00,0.005489002057861091,0.0,62802
Houston,2019-04-09 03:00:00,0.006461265914902444,0.0,62802
Houston,2019-04-09 04:00:00,0.0071462095302896505,0.0,62802
Houston,2019-04-09 05:00:00,0.012181661045700681,0.006557230571847443,62826
Houston,2019-04-09 06:00:00,0.024979049856549983,0.04725915584415586,62826
Houston,2019-04-09 07:00:00,0.04184794002814977,0.1384280045017552,62826
Houston,2019-04-09 08:00:00,0.055490218028417616,0.21613288113488344,62826
Houston,2019-04-09 09:00:00,0.04798168190276116,0.1821060318336821,62826
Houston,2019-04-09 10:00:00,0.03987758356616005,0.1405616302339902,62826
Houston,2019-04-09 11:00:00,0.0363113285461005,0.11159332097796079,62826
Houston,2019-04-09 12:00:00,0.037635119421218416,0.11981116567460325,62826
Houston,2019-04-09 13:00:00,0.036479445307509135,0.12399236887428741,62826
Houston,2019-04-09 14:00:00,0.03663029865320332,0.09693046777657553,62826
Houston,2019-04-09 15:00:00,0.040939687659609245,0.13180988382532527,62826
Houston,2019-04-09 16:00:00,0.04356801250285794,0.15162754914004908,62826
Houston,2019-04-09 17:00:00,0.0446066693549844,0.15429365161916653,62826
Houston,2019-04-09 18:00:00,0.03847304829429094,0.13665207897873807,62826
Houston,2019-04-09 19:00:00,0.023068167558631992,0.05605839226098759,62826
Houston,2019-04-09 20:00:00,0.022146129104800016,0.06226421129297104,62826
Houston,2019-04-09 21:00:00,0.020350168490349277,0.05159643197003663,62803
Houston,2019-04-09 22:00:00,0.01400683143520078,0.009884946377955058,62799
Houston,2019-04-09 23:00:00,0.010905198866156271,0.00039620535714286547,62802
Houston,2019-04-10 00:00:00,0.007525614194428396,0.0,62802
Houston,2019-04-10 01:00:00,0.006155039663743246,0.0,62802
Houston,2019-04-10 02:00:00,0.005504177329463742,0.0,62802
Houston,2019-04-10 03:00:00,0.006083915980368688,0.0,62802
Houston,2019-04-10 04:00:00,0.00782233507543552,0.0,62802
Houston,2019-04-10 05:00:00,0.012941056267542172,0.006677859237536617,62826
Houston,2019-04-10 06:00:00,0.025665198674419513,0.04055630347432802,62826
Houston,2019-04-10 07:00:00,0.04473874794465371,0.16290347848984568,62826
Houston,2019-04-10 08:00:00,0.05500986865072689,0.22750292204831196,62826
Houston,2019-04-10 09:00:00,0.045002195647415894,0.1774224494313319,62826
Houston,2019-04-10 10:00:00,0.03816018935857209,0.18723319997207097,62826
Houston,2019-04-10 11:00:00,0.037439260394656615,0.1732585555579173,62826
Houston,2019-04-10 12:00:00,0.03890728534551343,0.1420922482222386,62826
Houston,2019-04-10 13:00:00,0.03817527565880692,0.21253340429901457,62826
Houston,2019-04-10 14:00:00,0.03658954040306065,0.1797571814671815,62826
Houston,2019-04-10 15:00:00,0.03928050920988558,0.186258913807211,62826
Houston,2019-04-10 16:00:00,0.04245727085143233,0.18978372425613602,62826
Houston,2019-04-10 17:00:00,0.04870117562895799,0.1986281911278686,62823
Houston,2019-04-10 18:00:00,0.043555565920729816,0.1507007635746607,62814
Houston,2019-04-10 19:00:00,0.02717304852856509,0.1282303518153673,62811
Houston,2019-04-10 20:00:00,0.021817610537047866,0.08697437052941026,62820
Houston,2019-04-10 21:00:00,0.02110604799754616,0.060608907870109766,62806
Houston,2019-04-10 22:00:00,0.01791865213452762,0.028935583434348,62802
Houston,2019-04-10 23:00:00,0.01100269025717531,0.001747340425531907,62802
Houston,2019-04-11 00:00:00,0.00605941685540343,0.0,62802
Houston,2019-04-11 01:00:00,0.005890696514446994,0.0,62802
Houston,2019-04-11 02:00:00,0.007086221661924735,0.0,62802
Houston,2019-04-11 03:00:00,0.006451276591736423,0.0,62802
Houston,2019-04-11 04:00:00,0.006865622588152936,0.0,62802
Houston,2019-04-11 05:00:00,0.012230630532763898,0.004912136474738028,62826
Houston,2019-04-11 06:00:00,0.02462233543223412,0.039002117362371455,62826
Houston,2019-04-11 07:00:00,0.041550053047435725,0.12953055192037297,62826
Houston,2019-04-11 08:00:00,0.05262107671384774,0.21161765260601467,62826
Houston,2019-04-11 09:00:00,0.044156546183561116,0.1596795399870915,62826
Houston,2019-04-11 10:00:00,0.03680445307635367,0.11573610055724423,62826
Houston,2019-04-11 11:00:00,0.0365372258812247,0.11685486071899118,62826
Houston,2019-04-11 12:00:00,0.037783134937665525,0.12087764315111196,62826
Houston,2019-04-11 13:00:00,0.039009557502792454,0.11972684945595871,62826
Houston,2019-04-11 14:00:00,0.042845399639785745,0.14150424655385177,62826
Houston,2019-04-11 15:00:00,0.03965693896046803,0.13629899303938173,62826
Houston,2019-04-11 16:00:00,0.03803315278973423,0.116878870196018,62826
Houston,2019-04-11 17:00:00,0.040946153993461534,0.1452639652014653,62826
Houston,2019-04-11 18:00:00,0.03349909957294716,0.09158321594427268,62826
Houston,2019-04-11 19:00:00,0.021899364055205504,0.05139161287328828,62826
Houston,2019-04-11 20:00:00,0.02144531769788816,0.05673524664524666,62826
Houston,2019-04-11 21:00:00,0.02122013190864659,0.055621913862101434,62806
Houston,2019-04-11 22:00:00,0.015379993669804096,0.020999164042179223,62802
Houston,2019-04-11 23:00:00,0.01169949274215913,0.002620919315385241,62802
Houston,2019-04-12 00:00:00,0.00850816454570337,0.0,62802
Houston,2019-04-12 01:00:00,0.0073025383196183655,0.0,62802
