city,event_id,event_start,event_total_precip,event_peak_precip,event_peak_positive_abnormal_deficit,baseline_objective,recoverable_fraction,event_year,event_month,event_day,event_hour,event_key,within_city_event_count,within_city_order_index,within_city_order_rank,within_city_order_tertile,within_city_order_half,calendar_day_phase,calendar_year_group,temporal_confounding_note
Austin,489,2024-07-23 19:00:00,0.12598432,0.12598432,0.002355466562,0.03867617163,0.1273058319,2024,2024-07,23,19,Austin||489,15,11,0.7666666667,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
Austin,490,2024-07-25 21:00:00,0.005905515,0.005905515,0.01358562402,0.06749221661,0.172772258,2024,2024-07,25,21,Austin||490,15,12,0.8333333333,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
Austin,491,2024-07-27 07:00:00,0.005905515,0.005905515,0.002076205508,0.02247193429,0.143484268,2024,2024-07,27,7,Austin||491,15,13,0.9,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
Austin,492,2024-07-28 09:00:00,0.076771695,0.05511814,0.01758517343,0.1299120167,0.1185037345,2024,2024-07,28,9,Austin||492,15,14,0.9666666667,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
Chicago,145,2019-07-02 20:00:00,1.16141795,0.77165396,0.02501185643,0.1258245198,0.1181618565,2019,2019-07,2,20,Chicago||145,13,0,0.03846153846,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,146,2019-07-02 23:00:00,0.0393701,0.0393701,0.002347054096,0.04097771244,0.132369494,2019,2019-07,2,23,Chicago||146,13,1,0.1153846154,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,147,2019-07-03 02:00:00,0.03149608,0.01968505,0.0006227181642,0.03897364079,0.1321963032,2019,2019-07,3,2,Chicago||147,13,2,0.1923076923,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,149,2019-07-13 20:00:00,0.14173236,0.14173236,0.0027008348,0.01615556916,0.1539929777,2019,2019-07,13,20,Chicago||149,13,3,0.2692307692,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,150,2019-07-16 04:00:00,0.05905515,0.05905515,0.01441790021,0.08333075424,0.1313108172,2019,2019-07,16,4,Chicago||150,13,4,0.3461538462,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,152,2019-07-17 19:00:00,0.27952771,0.27952771,0.01334210144,0.02216888903,0.2680336809,2019,2019-07,17,19,Chicago||152,13,5,0.4230769231,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,153,2019-07-18 08:00:00,1.42913463,0.48031522,0.04130670755,0.3599332252,0.1447617086,2019,2019-07,18,8,Chicago||153,13,6,0.5,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,154,2019-07-20 05:00:00,0.01181103,0.01181103,0.005706766028,0.02404835271,0.2164610453,2019,2019-07,20,5,Chicago||154,13,7,0.5769230769,middle_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,155,2019-07-21 12:00:00,0.25196864,0.24015761,0.02618788377,0.1421726613,0.1206550068,2019,2019-07,21,12,Chicago||155,13,8,0.6538461538,middle_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,156,2019-07-21 15:00:00,0.07086618,0.05118113,0.004635041928,0.07596880961,0.1266312759,2019,2019-07,21,15,Chicago||156,13,9,0.7307692308,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,157,2019-07-29 10:00:00,0.09055123,0.0787402,0.03362315382,0.2829050771,0.1347009082,2019,2019-07,29,10,Chicago||157,13,10,0.8076923077,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,158,2019-07-29 13:00:00,0.41338605,0.38188997,0.03362315382,0.2414585392,0.1252282371,2019,2019-07,29,13,Chicago||158,13,11,0.8846153846,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Chicago,159,2019-07-29 17:00:00,0.18110246,0.14960638,0.01848159911,0.125480708,0.1421212074,2019,2019-07,29,17,Chicago||159,13,12,0.9615384615,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,55,2019-04-17 11:00:00,0.01574804,0.009842525,0.04385983862,0.6297233168,0.06413741853,2019,2019-04,17,11,Dallas||55,10,0,0.05,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,56,2019-04-18 02:00:00,0.171259935,0.14566937,0.04562321539,0.4273576317,0.08490103523,2019,2019-04,18,2,Dallas||56,10,1,0.15,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,57,2019-04-18 12:00:00,0.09448824,0.064960665,0.04057741584,0.5691464883,0.06232289383,2019,2019-04,18,12,Dallas||57,10,2,0.25,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,58,2019-04-18 22:00:00,0.009842525,0.009842525,0.03655756319,0.4339111185,0.09364614235,2019,2019-04,18,22,Dallas||58,10,3,0.35,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,59,2019-04-23 19:00:00,2.210631115,0.470472695,0.06215555493,0.6307852175,0.06568683295,2019,2019-04,23,19,Dallas||59,10,4,0.45,middle_tertile,early_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,60,2019-04-24 11:00:00,0.041338605,0.025590565,0.06215555493,0.6434381403,0.07239293644,2019,2019-04,24,11,Dallas||60,10,5,0.55,middle_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,61,2019-04-24 15:00:00,0.352362395,0.14960638,0.06215555493,0.6946419693,0.05991398588,2019,2019-04,24,15,Dallas||61,10,6,0.65,middle_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,62,2019-04-28 01:00:00,0.053149635,0.053149635,0.01786907333,0.1708659535,0.08906290776,2019,2019-04,28,1,Dallas||62,10,7,0.75,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,63,2019-04-28 09:00:00,0.005905515,0.005905515,0.02141410712,0.3377999703,0.07400008392,2019,2019-04,28,9,Dallas||63,10,8,0.85,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Dallas,64,2019-04-30 18:00:00,0.005905515,0.005905515,0.05493827201,0.6216910488,0.05486721131,2019,2019-04,30,18,Dallas||64,10,9,0.95,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Houston,52,2019-04-04 01:00:00,0.58267748,0.25984266,0.01393183624,0.08955559994,0.1091826237,2019,2019-04,4,1,Houston||52,4,0,0.125,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Houston,60,2019-04-18 05:00:00,0.86220519,0.35826791,0.0527549075,0.457149008,0.09387180327,2019,2019-04,18,5,Houston||60,4,1,0.375,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Houston,61,2019-04-24 21:00:00,0.01181103,0.01181103,0.03057047768,0.3590268447,0.1188566112,2019,2019-04,24,21,Houston||61,4,2,0.625,middle_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Houston,62,2019-04-30 03:00:00,0.01181103,0.01181103,0.03738240115,0.4064162998,0.1178913158,2019,2019-04,30,3,Houston||62,4,3,0.875,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,98,2019-06-02 18:00:00,0.12598432,0.07349085333,0.01284042645,0.01550511148,0.2564749584,2019,2019-06,2,18,New York||98,24,0,0.02083333333,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,99,2019-06-02 22:00:00,0.37401595,0.28740173,0.01581179532,0.07896785276,0.1476755773,2019,2019-06,2,22,New York||99,24,1,0.0625,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,100,2019-06-05 21:00:00,0.01049869333,0.01049869333,0.01875161061,0.06728818434,0.169567208,2019,2019-06,5,21,New York||100,24,2,0.1041666667,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,101,2019-06-06 02:00:00,0.1036745967,0.09317590333,0.01875161061,0.1381608698,0.1280051421,2019,2019-06,6,2,New York||101,24,3,0.1458333333,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,102,2019-06-10 12:00:00,0.6207352433,0.38976399,0.0432816613,0.3089764556,0.1118956433,2019,2019-06,10,12,New York||102,24,4,0.1875,early_tertile,early_half,early_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,103,2019-06-11 01:00:00,0.00393701,0.00393701,0.0432816613,0.3539791125,0.1360233972,2019,2019-06,11,1,New York||103,24,5,0.2291666667,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,104,2019-06-11 05:00:00,0.3412075333,0.2690290167,0.04681591781,0.514244662,0.1487545945,2019,2019-06,11,5,New York||104,24,6,0.2708333333,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,105,2019-06-13 08:00:00,0.4317587633,0.1469817067,0.03122607429,0.2561590109,0.09878326619,2019,2019-06,13,8,New York||105,24,7,0.3125,early_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,106,2019-06-13 22:00:00,0.1994751733,0.1154856267,0.01413909782,0.0931906285,0.1475271351,2019,2019-06,13,22,New York||106,24,8,0.3541666667,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,107,2019-06-16 03:00:00,0.03412075333,0.01312336667,0.02734209638,0.3743013216,0.1341549552,2019,2019-06,16,3,New York||107,24,9,0.3958333333,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,108,2019-06-16 19:00:00,0.03018374333,0.01706037667,0.02595726488,0.2806178036,0.1540652389,2019,2019-06,16,19,New York||108,24,10,0.4375,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,109,2019-06-18 07:00:00,0.1036745967,0.06692917,0.06813897394,0.7345846597,0.1478550483,2019,2019-06,18,7,New York||109,24,11,0.4791666667,middle_tertile,early_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,110,2019-06-18 13:00:00,0.80708705,0.2427822833,0.06813897394,0.672594944,0.114527596,2019,2019-06,18,13,New York||110,24,12,0.5208333333,middle_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,111,2019-06-18 23:00:00,0.00787402,0.00787402,0.007086730324,0.2995702587,0.1167509254,2019,2019-06,18,23,New York||111,24,13,0.5625,middle_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,112,2019-06-19 07:00:00,0.00393701,0.00393701,0.007086730324,0.05163031833,0.1317235814,2019,2019-06,19,7,New York||112,24,14,0.6041666667,middle_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,113,2019-06-19 10:00:00,0.00393701,0.00393701,0.007086730324,0.05902898295,0.1179948876,2019,2019-06,19,10,New York||113,24,15,0.6458333333,middle_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,115,2019-06-20 01:00:00,0.00787402,0.00393701,0.00338160594,0.01889311455,0.1517437935,2019,2019-06,20,1,New York||115,24,16,0.6875,late_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,116,2019-06-20 04:00:00,0.01181103,0.00787402,0.00338160594,0.02443910888,0.145082664,2019,2019-06,20,4,New York||116,24,17,0.7291666667,late_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,117,2019-06-20 07:00:00,0.02362206,0.02362206,0.00338160594,0.02864635885,0.1233006801,2019,2019-06,20,7,New York||117,24,18,0.7708333333,late_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,119,2019-06-20 21:00:00,0.03805776333,0.03018374333,0.009006987358,0.01783321113,0.1276266689,2019,2019-06,20,21,New York||119,24,19,0.8125,late_tertile,late_half,middle_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,120,2019-06-21 04:00:00,0.48031522,0.2034121833,0.009006987358,0.05966038473,0.1261122136,2019,2019-06,21,4,New York||120,24,20,0.8541666667,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,121,2019-06-25 07:00:00,0.4973755967,0.46063017,0.04783041442,0.5339519264,0.1237967923,2019,2019-06,25,7,New York||121,24,21,0.8958333333,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,122,2019-06-29 18:00:00,0.04986879333,0.04593178333,0.03686080824,0.4169878714,0.10857205,2019,2019-06,29,18,New York||122,24,22,0.9375,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
New York,123,2019-06-30 15:00:00,0.04724412,0.03674542667,0.02021357153,0.2729615004,0.1165328165,2019,2019-06,30,15,New York||123,24,23,0.9791666667,late_tertile,late_half,late_month,year_2019,year_2019_contains_chicago_dallas_houston_new_york
Philadelphia,640,2023-07-04 01:00:00,0.005905515,0.005905515,0.002905801377,0.009872386696,0.1650111764,2023,2023-07,4,1,Philadelphia||640,20,0,0.025,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,641,2023-07-07 11:00:00,0.009842525,0.009842525,0.001487792359,0.004974469552,0.1859515315,2023,2023-07,7,11,Philadelphia||641,20,1,0.075,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,642,2023-07-07 17:00:00,0.01574804,0.01574804,0.0008256984963,0.004404859881,0.1964426113,2023,2023-07,7,17,Philadelphia||642,20,2,0.125,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,643,2023-07-08 16:00:00,0.549212895,0.529527845,0.003739478326,0.0234280212,0.1703569651,2023,2023-07,8,16,Philadelphia||643,20,3,0.175,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,644,2023-07-09 11:00:00,0.809055555,0.494094755,0.02620668832,0.1110530288,0.1481494643,2023,2023-07,9,11,Philadelphia||644,20,4,0.225,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,645,2023-07-09 18:00:00,0.592520005,0.265748175,0.02620668832,0.09158145415,0.1343933078,2023,2023-07,9,18,Philadelphia||645,20,5,0.275,early_tertile,early_half,early_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,646,2023-07-14 06:00:00,0.15354339,0.15354339,0.003129179863,0.0218368079,0.1736460156,2023,2023-07,14,6,Philadelphia||646,20,6,0.325,early_tertile,early_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,647,2023-07-14 08:00:00,0.005905515,0.005905515,0.001727634009,0.01199311988,0.1843734931,2023,2023-07,14,8,Philadelphia||647,20,7,0.375,middle_tertile,early_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,648,2023-07-16 04:00:00,0.50787429,0.37401595,0.01069273532,0.08146607583,0.1693919213,2023,2023-07,16,4,Philadelphia||648,20,8,0.425,middle_tertile,early_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,649,2023-07-16 10:00:00,0.61811057,0.230315085,0.01069273532,0.07318801366,0.1442909584,2023,2023-07,16,10,Philadelphia||649,20,9,0.475,middle_tertile,early_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,650,2023-07-16 19:00:00,0.12992133,0.12992133,0.001318960432,0.0243808805,0.1729218069,2023,2023-07,16,19,Philadelphia||650,20,10,0.525,middle_tertile,late_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,651,2023-07-18 11:00:00,0.01574804,0.01574804,0.01025791362,0.09123606506,0.1588102475,2023,2023-07,18,11,Philadelphia||651,20,11,0.575,middle_tertile,late_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,652,2023-07-19 06:00:00,0.05118113,0.03543309,0.01343162498,0.08686271948,0.1410089263,2023,2023-07,19,6,Philadelphia||652,20,12,0.625,middle_tertile,late_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,653,2023-07-19 11:00:00,0.005905515,0.005905515,0.003021297138,0.03839710662,0.1511064161,2023,2023-07,19,11,Philadelphia||653,20,13,0.675,late_tertile,late_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,654,2023-07-20 18:00:00,0.12992133,0.12992133,0.01436661912,0.06758702171,0.1946529106,2023,2023-07,20,18,Philadelphia||654,20,14,0.725,late_tertile,late_half,middle_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,655,2023-07-21 04:00:00,0.273622195,0.11417329,0.01436661912,0.06696318033,0.1448335335,2023,2023-07,21,4,Philadelphia||655,20,15,0.775,late_tertile,late_half,late_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,656,2023-07-25 15:00:00,0.50000027,0.214567045,0.02881938331,0.1611150664,0.1410576712,2023,2023-07,25,15,Philadelphia||656,20,16,0.825,late_tertile,late_half,late_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,657,2023-07-28 22:00:00,0.261811165,0.159448905,0.01507816758,0.05620795867,0.1357204427,2023,2023-07,28,22,Philadelphia||657,20,17,0.875,late_tertile,late_half,late_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,658,2023-07-29 09:00:00,0.01574804,0.01574804,0.00879234695,0.0198147851,0.126623227,2023,2023-07,29,9,Philadelphia||658,20,18,0.925,late_tertile,late_half,late_month,year_2023,year_2023_contains_philadelphia_only
Philadelphia,659,2023-07-29 19:00:00,0.12598432,0.080708705,0.00879234695,0.046383602,0.1553082087,2023,2023-07,29,19,Philadelphia||659,20,19,0.975,late_tertile,late_half,late_month,year_2023,year_2023_contains_philadelphia_only
San Antonio,491,2024-07-06 20:00:00,0.6548559967,0.5065619533,0.01636790638,0.05846105751,0.1250674491,2024,2024-07,6,20,San Antonio||491,19,0,0.02631578947,early_tertile,early_half,early_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,492,2024-07-09 16:00:00,0.1666667567,0.15354339,0.02679911393,0.09517465171,0.1233021434,2024,2024-07,9,16,San Antonio||492,19,1,0.07894736842,early_tertile,early_half,early_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,493,2024-07-10 17:00:00,0.06692917,0.03674542667,0.0160701046,0.07381571949,0.1331121895,2024,2024-07,10,17,San Antonio||493,19,2,0.1315789474,early_tertile,early_half,early_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,494,2024-07-12 13:00:00,0.03018374333,0.01706037667,0.01986233264,0.1079999845,0.1286389832,2024,2024-07,12,13,San Antonio||494,19,3,0.1842105263,early_tertile,early_half,middle_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,495,2024-07-13 13:00:00,0.1443570333,0.1404200233,0.009428645376,0.03348498918,0.1345568653,2024,2024-07,13,13,San Antonio||495,19,4,0.2368421053,early_tertile,early_half,middle_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,496,2024-07-18 12:00:00,0.02362206,0.01312336667,0.02527631584,0.1142010555,0.133067066,2024,2024-07,18,12,San Antonio||496,19,5,0.2894736842,early_tertile,early_half,middle_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,497,2024-07-19 12:00:00,0.4540684867,0.22047256,0.01603436315,0.06820293445,0.1394337131,2024,2024-07,19,12,San Antonio||497,19,6,0.3421052632,middle_tertile,early_half,middle_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,498,2024-07-21 19:00:00,0.08792655667,0.04724412,0.01193186401,0.05579872396,0.1322226481,2024,2024-07,21,19,San Antonio||498,19,7,0.3947368421,middle_tertile,early_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,499,2024-07-22 20:00:00,0.1902888167,0.1837271333,0.006082525209,0.02160154324,0.1417816949,2024,2024-07,22,20,San Antonio||499,19,8,0.4473684211,middle_tertile,early_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,500,2024-07-23 00:00:00,0.01706037667,0.01049869333,0.03970233648,0.1073168078,0.165266663,2024,2024-07,23,0,San Antonio||500,19,9,0.5,middle_tertile,early_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,501,2024-07-23 03:00:00,0.006561683333,0.006561683333,0.03970233648,0.1521064054,0.1231274136,2024,2024-07,23,3,San Antonio||501,19,10,0.5526315789,middle_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,502,2024-07-23 11:00:00,0.4435697933,0.3162731367,0.03970233648,0.1743211916,0.124190477,2024,2024-07,23,11,San Antonio||502,19,11,0.6052631579,middle_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,503,2024-07-24 09:00:00,0.00393701,0.00393701,0.01448938751,0.0637757722,0.1339534857,2024,2024-07,24,9,San Antonio||503,19,12,0.6578947368,middle_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,504,2024-07-24 11:00:00,0.1482940433,0.1272966567,0.01448938751,0.06417011406,0.1283785378,2024,2024-07,24,11,San Antonio||504,19,13,0.7105263158,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,505,2024-07-25 17:00:00,0.00393701,0.00393701,0.009153059049,0.06805121557,0.1487430447,2024,2024-07,25,17,San Antonio||505,19,14,0.7631578947,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,506,2024-07-27 11:00:00,0.01443570333,0.01049869333,0.002520241673,0.006043985503,0.1548050783,2024,2024-07,27,11,San Antonio||506,19,15,0.8157894737,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,507,2024-07-28 05:00:00,0.0393701,0.02624673333,0.02986680471,0.1698329055,0.1430929955,2024,2024-07,28,5,San Antonio||507,19,16,0.8684210526,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,508,2024-07-28 09:00:00,0.56299243,0.4002626833,0.02986680471,0.1624977201,0.1374346769,2024,2024-07,28,9,San Antonio||508,19,17,0.9210526316,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
San Antonio,509,2024-07-28 16:00:00,0.01049869333,0.01049869333,0.004199071565,0.05787973292,0.1448580491,2024,2024-07,28,16,San Antonio||509,19,18,0.9736842105,late_tertile,late_half,late_month,year_2024,year_2024_contains_austin_san_antonio
