score_id,selected_cost_capture_top20pct_actions,selected_action_recall_top20pct_actions,selected_cost_capture_top5pct_actions,finite_value_capture_top20pct_actions,small_signal_value_capture_top20pct_actions,top5pct_units_footprint_mass,top5pct_units_selected_share,top5pct_units_count,mean_top5pct_unit_footprint_rank,mean_top5pct_unit_small_signal_rank,mean_top5pct_unit_finite_rank,city,event_id,event_start,v34_delta_finite_top5pct_units_footprint_mass,v35_delta_selected_unit_footprint_mass
small_plus_2p0_footprint,1.0000000000000002,1.0,0.8159417791841882,0.4877098320378777,0.4123355363662147,0.06632157610922412,0.7894736842105263,19,0.7661777394305435,0.9480874316939892,0.9472246189243602,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_2p0_finite,0.9999999999999998,1.0,0.9999999999999998,0.48172572551339854,0.4304511638875547,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_2p0_footprint,1.0000000000000002,1.0,0.8159417791841882,0.4877098320378777,0.4123355363662147,0.06632157610922412,0.7894736842105263,19,0.7661777394305435,0.9480874316939892,0.9472246189243602,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_4p0_footprint,0.9354437752101926,0.9061032863849765,0.7071122576970374,0.4765487771687179,0.3963343167798765,0.07443907247604536,0.7894736842105263,19,0.7991084268047165,0.9378774805867127,0.9485188380788034,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_4p0_finite,0.9999999999999998,1.0,0.9999999999999998,0.48264463295388693,0.4283878061799697,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_4p0_footprint,0.9354437752101926,0.9061032863849765,0.7071122576970374,0.4765487771687179,0.3963343167798765,0.07443907247604536,0.7894736842105263,19,0.7991084268047165,0.9378774805867127,0.9485188380788034,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_signal,1.0,1.0,1.0,0.49832514093090285,0.4552450799627727,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
finite_value,0.9406631563959471,0.9662447257383966,0.44882128524393244,0.5842773233789685,0.40463006165543497,0.19741617689883859,0.65,20,0.8229007633587786,0.8692111959287533,0.9758269720101781,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
footprint_only,0.25110246315547824,0.2805907172995781,0.004210169591818034,0.3343312723097849,0.22457291055122228,0.38826987193146667,0.05,20,0.9758269720101781,0.41055979643765905,0.8353689567430026,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_x_finite_rank,1.0,1.0,0.9904688950700952,0.4962365196720027,0.44704474822053714,0.03777174557674641,1.0,20,0.5986005089058525,0.9755725190839694,0.9510178117048346,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_x_footprint_rank,0.9216786966491984,0.8860759493670886,0.8144187805236838,0.4953299587410274,0.402589092676577,0.09378735083732154,0.85,20,0.7893129770992366,0.9534351145038168,0.9608142493638678,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
finite_x_small_rank,1.0,1.0,0.5823425992922154,0.5621228621723128,0.4317975898906926,0.13053288419550862,0.8,20,0.7424936386768448,0.9450381679389313,0.9703562340966921,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_no_eta,0.9999999999999999,1.0,0.7378369412981396,0.3466132701617416,0.3812284062414456,0.038140643049661915,1.0,20,0.5977099236641221,0.9744274809160305,0.9483460559796438,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_x_footprint,0.9362537206562043,0.8649789029535865,0.762187726673707,0.4076397141102145,0.36790216046565144,0.059957225958675225,0.9,20,0.766030534351145,0.9581424936386769,0.9549618320610688,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p1_footprint,1.0,1.0,1.0,0.500360785321593,0.4550375301487053,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p1_finite,1.0,1.0,1.0,0.49841020566971106,0.45515782796203236,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_plus_0p1_footprint,1.0,1.0,1.0,0.500360785321593,0.4550375301487053,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p25_footprint,1.0,1.0,0.9948497171869298,0.5038170818396803,0.4538955925606759,0.04179262022988478,1.0,20,0.6545801526717557,0.9739185750636131,0.953180661577608,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p25_finite,1.0,1.0,1.0,0.4977231649361651,0.4548526522632481,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_plus_0p25_footprint,1.0,1.0,0.9948497171869298,0.5038170818396803,0.4538955925606759,0.04179262022988478,1.0,20,0.6545801526717557,0.9739185750636131,0.953180661577608,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p5_footprint,0.9999999999999999,1.0,0.9601216230885515,0.5052086893264819,0.45172711780599756,0.04959291729585012,0.95,20,0.6998727735368957,0.969974554707379,0.9576335877862596,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_0p5_finite,1.0,1.0,1.0,0.49913923368490243,0.454274354812627,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_plus_0p5_footprint,0.9999999999999999,1.0,0.9601216230885515,0.5052086893264819,0.45172711780599756,0.04959291729585012,0.95,20,0.6998727735368957,0.969974554707379,0.9576335877862596,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_1p0_footprint,0.9999999999999999,1.0,0.9031393067389779,0.5067971848037152,0.44434774864186716,0.052338944558790575,0.95,20,0.7375318066157762,0.9661577608142494,0.9581424936386769,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_1p0_finite,1.0,1.0,1.0,0.496495826918873,0.4529744351590182,0.037488691074101306,1.0,20,0.5951653944020355,0.9758269720101781,0.949236641221374,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
activation_plus_1p0_footprint,0.9999999999999999,1.0,0.9031393067389779,0.5067971848037152,0.44434774864186716,0.052338944558790575,0.95,20,0.7375318066157762,0.9661577608142494,0.9581424936386769,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
small_plus_2p0_footprint,0.9999999999999999,1.0,0.8705732816190623,0.5054813123532176,0.4323976851516523,0.052763214960590686,0.95,20,0.7410941475826973,0.9650127226463103,0.9571246819338423,Houston,52,2019-04-04 01:00:00,0.1599274858247343,0.0019621629881539
